,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-10-27,-19,-12,-15,-4,-7,-5,0,-19,-9,,-10,,-17,-8,,2,-1,2,7,-13,-10,-17,-8,-2,-20,-10,-10,-16,-12,-9,,,-45,,-9,7,-19,-11,-16,-3,,-4,-15,-7,,,3,-2,21,,-12,,-2,0,-6,-39,,,-7,-34,-15,2,,,-9,-6,-9,5,-15,,-2,-8,-4,-8,-9,,-36,-5,-5,,-18,-2,-34,7,11,-10,-8,-7,,,13,17,13,,,11,-12,,-19,-1,,-4,,,-21,-9,,-8,7,0,,,4,-2,2,,,-10,4,-12,-13,3,-11,,8,-2,-8,-3,-6,8,1,5,-7,-20,-14,,-4,-12,-8,-23,-9,5,-4,-2,3,-2,,-4,5,-5,-4,,-7,,,3,,,,,,-6,,-13,,-6,5,-21,,,-6,,-9,,-18,,-12,-27,,-19,,-20,-17,,,,,-40,,-21,-31,-37,-4,-32,,-47,-32,-24,-28,,-28,-29,-41,-48,-30,-55,-48,,-40,-26,-35,-36,-24,,-8,-37,-28,-18,,-30,,,-43,-23,-5,-38,-43,-79,-24,-24,-26,,-38,-38,-21,-32,,,,-36,,-53,-43,,,-54,-48,,-30,-30,-22,-41,-28,-19,-41,-1,-10,7,6,23,2,-18,0,-8,-16,11,-2,-5,3,4,13,11,0,-2,13,-24,3,14,1,-1,2,-3,6,,-35,,,,,,,10,,,,,-5,6,,,14,05/08/2021 06:15:19 +1000
2020-10-28,-12,-10,-15,2,-10,-6,-3,-17,-7,,-7,,-15,-9,,5,2,2,4,-9,-10,-18,-9,-3,-17,-8,-4,-20,-11,-6,,,-45,,-9,5,-15,-10,-17,2,,-6,-15,-6,,-12,2,-5,19,,-11,,-4,0,-5,-28,,,-11,-28,-12,-1,,,-3,-9,-13,4,-14,,-4,-11,-2,-6,-13,,-26,-4,0,,-16,-5,-30,-4,9,-11,-6,-7,,,14,13,14,,,13,-9,,-14,-1,,0,,,-18,-3,0,0,8,3,9,7,9,-1,2,,,-5,6,-9,-7,-1,-4,,6,2,-8,0,0,8,0,4,-5,-24,8,,-1,-6,-5,-11,-6,12,-4,5,2,2,,-5,5,-6,-6,-14,0,,,5,,,,,,1,,-6,,-9,10,-17,,,-2,,-11,,-18,,-8,-24,,-18,,-17,-17,,,,,-23,,-15,-10,-35,1,-8,,-29,-11,-16,-14,,-6,-7,-25,-7,-5,-27,-45,,-10,-21,-4,-11,-22,,-16,-10,-23,-17,,-1,,,-13,-14,-4,-17,-15,-69,-6,-24,-27,,-16,-4,-17,-11,,,,-20,,-34,-25,,,-21,-44,,-21,-24,-15,-16,-1,-17,-22,-2,-8,5,3,22,4,-21,2,-6,-14,11,-3,-7,3,5,24,0,-1,-1,9,-24,3,8,2,3,-2,-7,6,,,,,,,,,17,,,,,-5,8,,,9,05/08/2021 06:15:19 +1000
2020-10-29,-12,-7,-11,5,-7,-4,4,-14,-8,,-3,,-12,-8,,11,4,1,8,-9,-10,-16,-7,-3,-16,-12,-2,-20,-13,-6,,,-43,,-7,6,-14,-8,-15,-1,,-1,-15,-5,,-11,,-3,31,,-7,,-1,1,-2,-20,,,-8,-25,-12,6,,,0,-5,-9,6,-13,,-1,-12,1,-7,-6,,-21,-1,0,,-16,-1,-27,2,9,-6,-2,-8,,,19,18,16,,,15,-4,,-10,4,,0,,,-14,1,,-3,13,12,3,13,19,9,2,,,4,3,-6,-3,6,10,,17,3,-3,6,2,11,1,1,-4,-18,-2,,0,-6,-4,-17,-1,12,1,4,3,-1,,-2,6,-1,-4,,-1,,,11,,,,,,0,,-8,,-11,8,-15,,,-8,,-10,,-16,,-12,-23,,-12,,-14,-15,,,,,-28,,-16,-17,-37,-4,-13,,-30,-15,-19,-15,,-11,-15,-28,-20,-12,-34,-44,,-16,-16,-15,-20,-22,,-10,-15,-27,-15,,-9,,,-21,-16,-8,-24,-20,-71,-12,-23,-29,,-23,-9,-10,-16,-25,,,-17,,-44,-25,,,-31,-44,,-22,-31,-14,-28,-10,-17,-25,0,-9,3,4,17,7,-14,-1,-1,-10,14,3,0,2,2,7,6,3,-2,10,-23,5,7,1,-3,4,-3,8,,,,,-8,,-14,-3,10,,,,,0,1,,,13,05/08/2021 06:15:19 +1000
2020-10-30,-9,-4,-10,6,-7,0,11,-13,-5,,2,,-13,-8,,8,8,5,16,-6,-5,-14,-5,2,-14,-4,7,-13,-4,-2,,,-36,,-5,7,-4,-5,-15,2,,2,-14,-2,,-12,8,12,38,,-6,,2,12,-1,-15,,,-5,-21,-11,8,,,3,-3,-9,13,-8,,-1,-2,1,-3,-1,,-16,2,6,,-13,5,-25,1,,-10,4,-8,,,24,28,22,,,24,-3,,-6,2,,-2,,,-11,2,,-4,18,8,8,11,20,9,8,,,4,16,-6,-4,6,9,,19,7,-2,5,7,10,4,0,-4,-16,2,-18,6,0,-5,-16,-4,8,2,3,0,2,,-3,8,-4,4,-19,-3,,,3,,,,,,-4,,-4,,-2,10,-14,,,-3,,-4,,-12,,-6,-21,,-8,,-11,-8,,,,,-21,,-8,-9,-40,7,-8,,-23,-10,-23,-10,,-3,-6,-25,-14,-7,-29,-46,,-10,-6,-13,-10,-24,,-4,-12,-26,-6,,-4,-20,,-16,-12,-3,-18,-16,-71,-9,-20,-23,,-17,0,-9,-9,-21,,,-16,,-40,-31,,,-26,-44,,-23,-31,-8,-17,-3,-10,-26,1,-3,7,4,22,7,-6,-2,1,-8,14,5,0,8,9,18,9,3,6,8,-25,7,8,3,2,3,1,7,,-18,,,-10,,-18,3,16,,,,,13,,,,15,05/08/2021 06:15:19 +1000
2020-10-31,-9,-6,-11,20,-6,-1,7,-16,6,,1,,-8,-18,,2,0,3,15,-2,-11,-14,-3,-1,-10,-1,-5,-10,-8,-3,,,-32,,-9,10,-13,-10,-10,8,,6,-8,-9,,-10,-3,3,26,,-2,,1,8,-8,-19,,,-4,-15,-19,12,,,3,-4,-12,9,-22,,-12,0,0,-3,4,,-33,0,2,,-22,6,-33,2,6,-15,-21,-4,,,26,28,25,,,28,-2,,-7,10,,6,,,-14,2,,7,21,13,,9,,6,14,,,1,6,-11,-6,8,4,,15,5,-3,11,8,15,,1,-1,-14,-5,-14,14,2,-4,-20,2,18,3,5,1,1,,-1,5,-2,20,-18,6,,,7,,,,,,7,,-3,,-11,8,-9,,,-2,,0,,-7,,-1,-17,,3,,-17,-9,,,,,-22,,-13,-6,-48,0,-5,,-15,-14,-13,-12,,-3,-11,-26,-16,-7,-29,-44,,-15,-8,-10,-14,,,-2,-5,-27,-7,-38,-3,-20,,-10,-10,-22,-14,-16,-59,-9,-14,-26,,-8,-2,-28,-17,-21,,,-12,,-36,-41,-38,,-24,-49,,-18,-28,-5,-11,0,-14,-29,5,2,16,10,29,1,-1,2,1,-11,18,16,3,14,14,23,19,4,9,48,-19,7,6,1,7,22,-2,13,,-15,,,-9,,,9,17,-11,,,,6,12,,,20,05/08/2021 06:15:19 +1000
2020-11-01,-10,-2,-12,,1,-1,8,-18,6,,2,,-10,-7,,8,8,1,20,-6,-6,-11,-8,-1,-12,-2,-5,-16,-6,0,,,-43,,-11,12,-13,-8,-9,6,,-2,-14,-10,,,,-8,27,,-6,,2,15,-7,-39,,,-8,-28,-25,13,,,2,-5,-6,8,-28,,-5,,2,-10,-9,,-38,-11,-1,,-13,6,-37,7,,-17,-28,-9,,,18,17,20,,,16,0,,-4,5,,-3,,,-10,5,1,-1,11,18,,4,,12,5,,,4,,-1,-4,11,10,,,,-1,,4,8,,-6,-2,-35,-2,,,-8,0,2,-6,18,7,10,5,7,,-3,7,-4,17,,0,,,10,,,,,,23,,-7,,-3,11,-16,,,,,-2,,-14,,-4,-23,,-11,,-23,-19,,,,,-20,,-15,-6,-45,4,8,,-15,-13,-17,-13,,-2,-6,-27,-11,-8,-25,-42,,-11,-6,-10,-10,,,-1,-10,-30,-12,-23,11,,,-8,-15,-28,-17,-16,-56,-8,-18,-37,,-12,-1,-29,-12,,,,-4,,-34,-35,-38,,-24,-42,,-28,-28,-17,-17,5,-12,-27,-3,-13,4,10,36,3,-7,5,-11,-25,9,4,-2,4,16,11,-8,-5,-3,,-34,0,-10,-4,-7,5,-8,-1,,,,,,,,0,7,,,,,-14,,,,4,05/08/2021 06:15:19 +1000
2020-11-02,-8,-10,-12,4,1,-6,3,-18,1,,-6,,-15,-9,,7,3,1,5,-2,-8,-18,-6,-4,-17,-12,-2,-17,-10,-7,,,-47,,-9,2,-8,-9,-12,-5,,-3,-20,-7,,-13,1,-1,30,,-8,,-1,1,6,-27,,,-5,-33,-16,0,,,-4,-4,-12,8,-14,,-1,,-4,-5,-6,,-20,-6,-8,,-12,0,-31,2,,-9,-6,-10,,,18,20,18,,,17,-5,,-11,2,,-5,,,-13,0,,-4,12,12,,,,5,2,,,2,1,-5,-4,7,1,,16,1,-4,2,1,6,,-4,-5,-25,-7,,-5,-10,-1,-11,-7,6,1,2,-1,5,,-5,8,-5,-6,,-7,,,0,,,,,,0,,-11,,-3,8,-20,,,-22,,-5,,-25,,-10,-23,,-14,,-34,-11,,,,,-13,,-3,-1,-30,7,28,,-15,0,-2,3,,12,-1,-15,4,6,-9,-37,,0,-3,3,3,,,1,1,-23,-9,,19,,,3,-11,-2,-2,-3,-60,3,-13,-21,,-4,11,-10,3,,,,14,,-8,-23,,,-8,-38,,-22,-18,4,-13,13,-11,-2,-4,-7,3,4,23,1,-14,1,-5,-18,9,0,-5,5,12,25,6,1,0,2,-28,2,-1,-1,-1,-2,-10,1,,,,,,,,,12,,,,,-16,,,,6,05/08/2021 06:15:19 +1000
2020-11-03,-11,-7,-12,7,-4,-1,3,-16,-6,,-6,,-16,-6,,5,2,1,11,-5,-5,-15,-7,-2,-18,-8,-8,-16,-9,-6,,,-39,,-5,2,-18,-9,-13,-7,,-2,-16,-3,,,10,3,17,,-12,2,-4,1,-5,-25,,,-8,-21,-12,0,,,-4,-6,-11,11,-9,,-4,-12,-7,-5,-10,,-35,-1,-5,,-14,-1,-31,9,14,-8,7,-5,,,16,22,14,,,16,-6,,-11,3,,-3,,,-14,0,,-3,8,7,,,16,6,2,,,0,0,-8,-3,5,0,,10,3,-1,2,1,7,,5,-7,-23,-9,,-10,-8,-3,-7,-12,2,0,0,2,1,,-8,5,-5,-5,,-7,,,3,,,,,,-10,,-14,,-11,7,-17,,,-6,,-4,,-17,,-10,-23,,-14,,-17,-14,,,,,-22,,-22,-21,-39,-22,24,,-32,-15,-39,-15,,0,-13,-30,-4,3,-24,-38,,-12,-33,-8,-10,,,-2,-12,-20,-33,,28,-38,,-2,-37,-20,-11,-23,-63,-5,-33,-39,,-18,-5,-26,-6,,,,0,,-2,-30,,,-17,-7,,-42,-26,-28,-23,-2,-16,-16,-1,-11,4,4,21,-2,-21,0,-5,-18,11,-4,-7,5,9,6,13,2,-4,12,-24,1,13,1,-5,2,-6,5,,-37,,,,,-19,,16,,,,,-9,3,,,34,05/08/2021 06:15:19 +1000
2020-11-04,-14,-11,-14,-1,-4,-8,2,-17,-7,,-7,,-16,-6,,3,0,2,8,-10,-10,-15,-6,-5,-17,-10,-6,-19,-6,-8,,,-45,,-11,5,-13,-11,-14,-4,,-6,-16,-8,,-9,3,-1,21,,-10,2,-5,4,-2,-19,,,-9,-26,-12,3,,,-3,-9,-10,0,-11,,-6,-1,-8,-7,-12,,-20,-7,-2,,-16,-6,-32,-4,6,-10,-5,-7,,,14,16,12,,,14,-8,,-12,-2,,-3,,,-17,0,,0,10,7,,7,12,0,-1,,,-4,2,-7,-7,0,0,,8,-2,-7,-2,0,4,,6,-5,-11,-10,,-1,-5,-7,-15,-8,9,-2,2,-1,-1,,-6,2,-7,-8,,0,,,2,,,,,,-7,,-8,,-10,12,-17,,,-8,,-9,,-13,,-11,-21,,-13,,-16,-20,,,,,-32,,-18,-20,-38,-5,-23,,-37,-22,-17,-22,,-18,-19,-32,-20,-17,-38,,,-22,-24,-16,-26,,,-10,-22,-27,-17,,-16,,,-23,-21,-25,-24,-24,-73,-18,-25,-29,,-25,-17,-18,-25,-27,,,-28,,-47,-32,,,-32,-42,,-23,-28,-16,-26,-14,-17,-31,-3,-10,3,4,14,-2,-20,-2,-6,-15,9,-4,-8,0,3,14,0,0,-1,9,-26,1,7,1,0,-2,-6,5,,-26,,,,,,9,6,,,,,-3,0,,,13,05/08/2021 06:15:19 +1000
2020-11-05,-16,-12,-17,4,-2,-10,1,-22,-8,,-12,,-21,-7,,2,-2,-5,7,-11,-15,-20,-11,-10,-21,-17,-12,-26,-10,-10,,,-49,,-13,2,-12,-16,-14,-4,,-6,-20,-14,,-9,,-6,8,,-9,-1,-7,4,-2,-32,,,-14,-38,-18,2,,,-6,-5,-15,1,-21,,-9,-9,-8,-14,-13,,,-9,-5,,-16,-1,-34,-5,2,-13,-15,-12,,,14,16,9,,,9,-8,,-14,-3,,-3,,,-17,-4,,-2,8,8,,2,15,3,0,,,-3,-1,-6,-8,1,0,,10,-6,-7,2,0,5,-1,1,-4,-16,-1,,-3,-5,-3,-14,-5,10,-2,3,3,2,,-4,7,-1,-8,,2,,,8,,,,,,4,,-11,,-10,9,-15,,,-5,,-11,,-15,,-12,-20,,-9,,-14,-15,,,,,-30,,-15,-19,-36,-7,-15,,-33,-18,-19,-17,,-18,-19,-31,-23,-15,-34,-43,,-20,-18,-20,-20,-22,,-10,-20,-28,-16,,-14,,,-25,-15,-11,-24,-22,-69,-17,-24,-33,,-24,-11,-14,-18,,,,-22,,-46,-28,,,-31,-41,,-20,-31,-15,-30,-16,-18,-30,-2,-11,2,3,18,2,-17,-2,-4,-12,10,0,-4,4,-2,3,4,1,-3,9,-27,3,2,-3,-3,1,-2,5,,,,,-11,,-17,3,11,,,,,-1,-3,,,16,05/08/2021 06:15:19 +1000
2020-11-06,-10,-4,-9,7,-6,0,8,-12,-2,,4,,-10,-7,,10,10,7,15,-6,-4,-8,-7,3,-13,-7,10,-12,-6,-5,,,-35,,-3,6,3,-3,-11,2,,6,-11,0,,-2,14,9,31,,-5,21,1,13,1,-19,,,-4,-24,-11,7,,,3,-5,-7,11,-7,,-2,-5,3,-1,-2,,-8,1,6,,-10,3,-24,5,,-9,1,-7,,,20,24,18,,,17,-4,,-8,-1,,-5,,,-13,2,,-3,18,6,,11,13,8,6,,,0,6,-6,-4,2,8,,12,6,-3,4,5,9,1,1,-3,-16,3,-11,1,-3,-4,-13,-5,10,2,5,1,5,,-4,7,-4,10,-13,0,,,5,,,,,,2,1,-2,,-6,11,-15,,,-3,-19,-5,,-12,,-11,-22,,-8,,-10,-9,,,,,-23,,-14,-9,-42,1,-13,,-26,-12,-15,-12,,-8,-9,-26,-18,-12,-28,-40,,-15,-10,-16,-10,-22,,-5,-15,-28,-6,,-11,-25,,-19,-16,-5,-17,-18,-68,-11,-24,-25,,-19,-2,-13,-12,-20,,,-15,,-40,-32,,,-27,-43,,-19,-32,-14,-19,-8,-11,-27,1,-6,6,6,20,3,-8,1,-2,-10,14,0,0,7,8,21,8,1,6,10,-24,6,14,1,4,5,1,5,,-17,,,-13,,-20,10,15,-4,,,,8,,,,21,05/08/2021 06:15:19 +1000
2020-11-07,-7,2,-7,5,0,5,12,-12,19,,15,,-2,-9,,8,7,8,18,-1,-7,-6,-6,5,-12,-1,15,-8,1,-8,,,-27,,-6,12,16,-5,-8,9,,9,-3,-8,,9,13,8,32,,-3,22,4,19,-6,-13,,,-4,-9,-15,9,,,2,-1,-8,14,-13,,-4,4,11,0,1,,-16,4,5,,-16,5,-28,9,,-3,-7,-1,,,19,20,21,,,14,0,,-1,-1,,1,,,-8,4,,3,17,12,,4,,7,7,,,-1,6,-2,-4,5,17,,28,8,5,8,11,13,,4,0,-8,4,-11,9,-1,-7,-13,1,18,1,2,0,7,,-3,1,-3,24,-17,11,,,7,,,,,,9,,-5,,-6,12,-8,,,-1,,5,,-1,,-2,-15,,-4,,-6,-7,,,,,-20,,-13,-7,-49,0,-4,,-12,-12,-16,-11,,-5,-7,-24,-15,-5,-21,-48,,-12,-12,-10,-10,-24,,-3,-5,-27,-3,-34,-3,-14,,-9,-11,-14,-13,-12,-54,-7,-15,-30,,-3,0,-24,-14,-21,,,-12,,-33,-41,-47,,-22,-50,,-17,-27,-8,-9,0,-13,-27,5,1,10,10,27,2,0,5,1,-5,16,18,6,16,10,26,5,3,4,30,-15,7,13,1,6,12,-2,7,,-13,,,-4,,,3,17,-11,,,,9,,,,31,05/08/2021 06:15:19 +1000
2020-11-08,-7,-1,-6,,2,4,16,-12,9,,21,,-13,-13,,13,10,8,27,-2,-4,-2,-5,0,-5,-5,16,-15,-3,0,,,-31,,-9,14,-3,-6,-4,2,,9,-15,-4,,,14,8,46,,-8,,3,27,-1,-7,,,-4,-12,-15,11,,,5,-1,3,10,-15,,1,6,6,-4,-9,,-3,-2,-1,,-13,6,-32,12,,-1,-3,-2,,,16,21,15,,,13,0,,-4,7,,2,,,-12,6,1,3,12,21,,-2,,12,6,,,2,,-10,-5,15,18,,,32,-2,7,7,9,,-1,-1,-33,1,,,-4,1,8,-3,17,5,12,3,12,,-4,7,-3,19,,3,,,11,,,,,,11,,-10,,8,6,-12,,,,,0,,-7,,-4,-22,,-3,,-11,-6,,,,,-18,,-12,-4,-49,6,9,,-15,-9,-23,-10,,-4,-4,-24,-12,-4,-22,-40,,-7,-14,-10,-7,,,0,-11,-27,-7,-17,13,,,-8,-9,-21,-13,-14,-53,-3,-20,-28,,-8,2,-19,-7,,,,-6,,-26,-32,-38,,-23,-40,,-21,-25,-12,-16,3,-9,-22,4,-12,11,12,39,5,-8,3,0,7,17,11,-1,16,9,17,10,1,4,,-22,6,11,0,-9,7,0,11,,,,,,,,5,,,,,,2,,,,21,05/08/2021 06:15:19 +1000
2020-11-09,-12,-10,-13,,-5,-5,3,-19,-2,,-8,,-14,-7,,4,3,0,8,-5,-8,-13,-6,-5,-16,-13,-2,-17,-9,-9,,,-47,,-11,7,-5,-10,-13,-4,,-6,-17,-8,,-12,-1,-1,18,,-9,5,-2,-3,5,-29,,,-5,-33,-18,3,,,-5,-2,-11,5,-15,,-7,,-5,-7,-8,,,-8,-8,,-14,-2,-31,1,,-8,-6,-9,,,15,17,16,,,11,-6,,-12,-1,,-5,,,-14,1,,-3,13,6,,3,,4,1,,,-1,-1,-7,-5,6,-1,,12,8,-5,3,3,5,,-3,-6,-25,-9,,-3,-5,-3,-14,-5,5,-2,3,0,3,,-9,5,-7,-3,,-8,,,2,,,,,,-4,,-11,,-6,7,-17,,,0,,-4,,-16,,-11,-21,,-10,,-17,-18,,,,,-23,,-6,-15,-33,17,-3,,-29,-8,-22,-9,,-8,-7,-24,-18,-6,-29,-43,,-16,-15,-11,-11,,,-7,-12,-22,-11,,-2,,,-18,-9,15,-17,-20,-65,-6,-24,-11,,-14,-9,-3,-13,,,,-16,,-26,-25,-23,,-26,-37,,-22,-25,-7,-22,-4,-11,-18,-10,-11,-1,-1,15,-4,-15,-4,-13,-26,1,-8,-8,-1,9,23,-8,-6,-6,-4,-39,-4,-15,-8,-6,-6,-16,-4,,,,,,,,,5,,,,,-22,,,,-4,05/08/2021 06:15:19 +1000
2020-11-10,-12,-7,-12,4,-7,-3,0,-17,-6,,-7,,-14,-4,,7,3,5,12,-12,-8,-13,-6,-1,-15,-9,-4,-15,-8,-5,,,-43,,-7,5,-13,-10,-13,-8,,-1,-16,-6,,,8,1,16,,-8,,-2,-3,-1,-27,,,-7,-26,-13,5,,,-3,-3,-3,9,-13,,2,-6,0,-5,-10,,-39,-3,-4,,-13,0,-32,5,10,-7,3,-5,,,14,18,15,,,15,-6,,-11,4,,-2,,,-15,1,,-2,9,8,,6,11,7,2,,,-2,0,-4,-2,8,1,,16,7,-1,5,3,7,,6,-8,-25,-12,,-6,-7,-6,-17,-10,2,3,-1,1,-2,,-10,4,-6,-6,,-6,,,1,,,,,,-11,,-13,,-7,-3,-15,,,3,,0,,-15,,-9,-22,,-7,,-15,-19,,,,,-24,,-12,-14,-19,1,-7,,-32,-11,-15,-10,,-9,-8,-25,-20,-9,-29,-32,,-18,-12,-9,-15,,,-8,-15,-19,-13,,-3,,,-16,-15,6,-16,-21,-65,-7,-24,-15,,-17,-11,2,-14,,,,-17,,-25,-18,-19,,-26,-12,,-20,-20,-6,-24,-6,-14,-20,-3,-12,6,8,24,2,-19,1,-8,-20,9,-4,-4,5,7,18,6,0,-2,12,-28,2,-5,2,-3,1,-5,2,,-36,,,,,,,7,,,,,-11,2,,,8,05/08/2021 06:15:19 +1000
2020-11-11,-12,-8,-11,10,-5,-5,0,-17,-1,,-2,,-15,-7,,8,5,3,11,-8,-7,-12,-5,-2,0,-8,-1,-18,-10,-3,,,-43,,-6,6,-10,-8,-12,3,,1,-14,-6,,-10,13,3,16,,-8,7,-2,7,1,-14,,,-6,-22,-10,5,,,0,-6,-6,7,-9,,-3,-1,0,-1,-8,,,-2,4,,-14,-6,-30,-2,10,-7,0,-4,,,15,15,16,,,13,-6,,-10,2,,-1,,,-15,2,-6,6,15,9,,9,17,4,3,,,-4,0,-2,-3,3,6,,12,11,-5,-2,5,6,,10,-6,-27,-7,,1,-4,-4,-9,-5,9,0,5,2,3,,-7,4,-5,-6,-11,1,,,6,,,,,,-2,,-6,,-5,11,-14,,,-2,,-5,,-12,,-9,-19,,-10,,-14,-17,,,,,-27,,-17,-17,-22,4,-17,,-31,-18,-13,-17,,-14,-16,-27,-17,-14,-31,,,-20,-12,-13,-18,-24,,-12,-17,-23,-17,,-11,,,-19,-14,-5,-19,-19,-70,-13,-22,-21,,-20,-12,-8,-20,,,,-27,,-42,-24,-17,,-26,-32,,-18,-22,-11,-21,-11,-16,-24,-2,-6,5,4,23,4,-18,-1,-8,-15,9,-6,-6,7,3,22,1,-2,1,6,-20,2,1,2,-3,1,-5,6,,,,,,,,6,7,,,,,-3,9,,,12,05/08/2021 06:15:19 +1000
2020-11-12,-11,-7,-9,9,-3,-2,1,-15,-2,,-1,,-12,-6,,13,9,4,19,-11,-5,-12,-6,2,-9,-12,-1,-17,-9,-3,,,-40,,-5,9,-7,-7,-10,1,,2,-13,-5,,0,,1,23,,-4,,1,8,3,-10,,,-6,-25,-9,5,,,0,2,-3,10,-10,,-2,-8,1,-5,-4,,-15,2,2,,-13,-3,-25,0,12,-5,2,-7,,,18,18,14,,,11,-6,,-10,2,,-1,,,-16,-1,,2,8,9,,8,16,6,2,,,-1,4,-3,-5,4,6,,12,-5,-3,3,3,7,0,1,-3,-19,-8,,1,-2,3,-14,0,10,4,3,5,3,,-3,7,3,-6,,5,,,6,,,,,,-3,,-10,,-7,11,-14,,,-4,,-8,,-13,,-9,-19,,-11,,-13,-15,,,,,-24,,-11,-14,-20,2,-8,,-26,-12,-18,-11,,-11,-12,-23,-18,-6,-28,-33,,-13,-10,-12,-16,-28,,-4,-14,-21,-8,,-9,,,-19,-9,5,-18,-17,-66,-9,-21,-19,,-16,-6,3,-12,,,,-15,,-40,-19,-19,,-23,-25,,-14,-23,-7,-25,-7,-16,-21,0,-6,5,3,22,5,-17,1,2,-11,13,-1,-1,3,-2,16,4,-1,-4,5,-22,4,0,2,-3,3,-3,6,,,,,-5,,-13,0,6,,,,,-5,8,,,15,05/08/2021 06:15:19 +1000
