,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-10-25,-3,2,-1,,,11,,7,,,0,,33,-8,,29,-2,3,8,-1,15,10,11,7,-7,-6,-6,4,11,-18,,,-29,,-5,25,,4,,,,-4,10,-16,,,,7,,,9,,4,,-11,,,,-12,-18,-8,0,,,15,-1,-13,-4,-16,,-3,,-10,0,4,,,-4,11,,-11,20,-25,,,-2,,0,,,26,,11,,,,3,,-5,2,,-3,,,-3,9,,0,10,13,,,,2,30,,,8,,-27,3,-12,,,,,4,,10,14,,,6,4,,,8,-9,4,-13,-1,6,,7,24,10,,,9,-12,,,33,,,,,,,,,,,20,,12,,-10,,,,,24,,,,7,-24,,,,-15,,,,,,-15,,-10,-11,-42,-5,-9,,-9,-1,,-11,,-1,-6,-20,-12,-4,-18,,,-25,-15,-11,1,,,-13,-13,-22,-9,,-8,,,6,-15,-40,-4,-16,-39,-1,-4,-5,,-10,-13,,-11,,,,,,-16,-23,,,-18,-47,,,-29,-17,-5,1,-7,-8,1,,-13,-9,0,6,-25,0,-15,-32,7,,0,3,,,26,5,8,,-6,4,,-4,,24,3,2,,,,,,,,,,,,,,,,,,3,05/08/2021 06:15:41 +1000
2020-10-26,-2,-4,-5,,5,10,,-1,,,-4,,12,-27,,31,1,1,0,-2,16,-9,-2,9,-16,-17,-2,-2,15,-17,,,-39,,-5,32,0,8,14,8,,-9,-2,-14,,,,8,-2,,24,,2,,-7,,,,-15,-21,3,-4,,,11,0,-22,-3,-13,,-12,,4,-7,11,,,-6,12,,-1,12,-21,,,-2,-7,-7,,,26,,26,,,,2,,-2,9,,3,,,0,9,,5,12,7,,,-3,-2,21,,,6,,-21,19,-9,,,,-9,4,,12,15,-4,,12,-13,,,-5,-2,8,-5,4,-3,-11,12,34,19,,33,16,-1,,,30,,,,,,,22,,,,17,,0,6,-8,,,,,32,,-17,,11,-13,,,,-9,,,,,,-10,,1,-10,-25,-2,-13,,-6,9,-6,3,,-1,-3,-3,-3,8,-14,,,-13,-6,-5,3,,,-9,2,-9,-9,,3,,,14,-10,-20,-3,-10,-47,4,-2,7,,-5,-2,,-1,,,,,,-7,-13,,,-10,-49,,,-21,-3,-3,6,0,4,6,9,3,-1,10,12,-24,10,-5,-19,16,11,6,12,,,53,12,21,,-7,13,,3,,42,7,6,,,,,,,,,-12,,,,,,,,,6,05/08/2021 06:15:41 +1000
2020-10-27,-2,-1,0,,5,19,14,3,,,-5,,24,-25,,21,1,6,6,-2,29,8,10,15,-7,-12,-3,9,17,-19,,,-30,,-6,16,-5,16,0,8,,-11,10,-6,,,,18,7,,11,,12,,-6,,,,4,-13,10,-5,,,12,6,-11,2,-1,,-5,,7,3,9,,,2,18,,-7,13,-10,-8,,-1,1,5,,,19,,17,,,,-4,,-11,4,,2,-3,,-8,0,,-2,10,-2,,,-15,-7,12,,,0,,-29,3,-8,,,11,-14,-7,,0,9,-6,,5,-5,,,-4,-18,10,-9,4,3,-15,15,20,17,,25,14,1,,-13,19,,,-9,,,,-2,,,,19,,9,-6,-7,,,,,28,,-8,,6,-11,,10,,-13,,,,,,-10,,-2,-10,-19,-3,-10,,-7,3,-16,-7,,-2,-5,-1,-6,10,-11,,,-12,-9,-2,1,,,-8,-6,-9,-10,,-2,-2,,13,-15,-23,0,-7,-48,2,-6,2,-12,-2,-9,,-4,,,,40,,-11,-10,,,-8,,,-8,-20,-9,-9,4,-1,5,4,-1,-7,-5,-2,0,-24,12,-10,-17,18,6,4,14,10,,24,10,18,,-9,8,,1,,30,13,9,,,,,,,,,-15,,,,,,,,,16,05/08/2021 06:15:41 +1000
2020-10-28,-1,3,-1,,-1,17,4,7,,,-8,,41,-21,,27,-1,5,3,-4,18,8,10,8,-4,-6,-3,3,18,-13,,,-33,,-2,18,-7,16,11,9,,-6,8,-6,,,,11,6,,18,,5,,-5,,,,-4,-9,10,-6,,,11,4,-12,5,0,,-10,,-5,7,-2,,,0,9,,-3,16,-10,10,,-5,4,1,,,23,,20,,,,0,,-3,1,,7,-6,,-5,2,,-1,9,-1,,,-10,-4,22,,,4,,-26,18,-13,,,5,-16,-1,,5,16,,18,6,-4,,,2,-9,6,-4,-2,-3,-8,9,37,14,,44,17,-5,,,15,,,0,,,,15,,,,21,,-1,-4,-10,,,,,24,,-10,,3,-18,,3,,-11,,,-18,,,-5,,1,-4,-19,-2,-4,,-2,15,-6,4,,4,4,-3,11,15,-2,,,-9,-5,14,6,,,-16,1,-11,-7,,9,0,,17,-14,-20,7,1,-48,7,-5,4,,2,4,,-3,,,,47,,-17,-9,,,2,,,-10,-20,-6,-1,8,-5,15,3,0,-1,-5,1,1,-29,9,-8,-15,16,4,4,1,4,,27,5,17,,-1,8,,2,,37,8,12,,,,,,,,,-18,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-10-29,1,4,1,,8,15,22,14,,,-5,,46,-27,,32,0,9,5,-4,17,7,10,10,3,-2,-1,7,13,-18,,,-32,,5,13,-2,20,11,3,,-7,14,-4,,,,11,12,,23,,4,,-1,,,,4,-9,11,-3,,,20,5,-4,-1,4,,-4,,-2,10,17,,,2,13,,-1,20,-11,-13,,0,,4,,,19,,18,,,,5,,2,6,,10,-2,,3,8,,1,12,18,,,-4,4,27,,,13,,-19,27,-8,,,,-17,6,,8,15,-7,12,8,-10,,,1,2,6,-9,13,2,-3,15,46,17,,36,21,-4,,,16,,,6,,,,9,,,,20,,-5,4,-8,,,-5,,21,,-15,,4,-14,,,,-9,,,,,,-5,,5,-6,-23,-4,-11,,-6,9,-11,4,,5,3,3,8,12,-7,,,-12,-2,9,3,,,-7,-6,-8,-1,,5,0,,12,-16,-22,0,-1,-45,2,-5,0,-19,-3,0,,0,,,,,,-13,-10,,,-2,-37,,-8,-13,-3,-3,0,3,19,3,0,-13,0,7,2,-27,13,-12,-13,11,-1,7,6,4,,34,1,5,,-6,12,,4,,42,9,10,,,,,,,,,,,,,,,,,,9,05/08/2021 06:15:41 +1000
2020-10-30,6,3,3,,9,19,28,8,,,2,,38,-24,,38,0,6,13,-2,27,10,12,15,2,-8,7,3,24,-16,,,-27,,1,30,2,25,8,0,,1,16,-2,,,,27,22,,19,,6,,3,,,,-1,-2,13,-4,,,22,9,-7,1,8,,-4,,-3,10,8,,,5,24,,3,13,-6,14,,2,16,5,,,32,,25,,,,6,,2,5,,3,3,,0,7,,1,12,8,,,-3,4,22,,,13,,-18,22,-7,,,12,-11,7,,11,20,,,9,5,,,7,-10,15,-4,6,3,0,14,41,25,,44,18,1,12,-17,20,,,7,,,,7,,,,25,,11,0,-6,,,7,,31,,-9,,16,-17,,17,,-9,,,-21,,,2,,10,7,-30,3,1,,4,20,-7,8,,9,17,11,17,29,4,,,-5,1,19,8,,,-4,2,-6,5,,13,16,,28,-5,-19,8,8,-38,14,7,12,,13,12,,4,,,,52,,-6,-13,-12,,2,-38,,-5,-21,3,6,10,7,19,6,-1,-9,-4,12,2,-16,12,-7,-30,16,2,9,10,11,,44,9,15,,-3,13,,0,,35,5,3,,,,,,,,,-9,,,,,,,,,13,05/08/2021 06:15:41 +1000
2020-10-31,3,-1,1,,0,14,,6,,,-4,,27,-24,,35,-10,0,7,0,18,9,11,3,-4,-4,2,3,19,-13,,,-22,,-5,19,-9,7,8,9,,-3,13,-5,,,,18,1,,16,,6,,0,,,,0,-11,-3,1,,,14,7,-11,0,-4,,-11,,-29,0,6,,,-2,13,,-5,18,-15,,,-2,-15,6,,,27,,20,,,,8,,0,9,,10,,,1,7,,3,17,12,,,-1,6,25,,,9,,-17,14,-8,,,,-15,2,,13,26,,19,8,-2,,,9,-7,9,-13,5,3,-5,14,39,9,,,18,-2,,,22,,,2,,,,,,,,23,,-6,-10,-9,,,,,28,,-12,,20,-33,,,,-18,,,,,,2,,3,1,-37,0,0,,8,16,-6,5,,10,18,9,15,22,4,,,-5,3,17,5,,,-6,2,-7,0,,11,,,22,-9,-20,13,7,-24,11,4,8,,21,13,,1,,,,,,-7,-21,,,2,-39,,-10,-12,1,6,11,2,12,8,5,-11,-6,14,-1,-16,9,-10,-31,12,14,5,12,9,,42,3,24,,-1,8,2,1,,45,25,8,,,,,,,,,-7,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-11-01,-1,3,0,,,8,,4,,,-1,,42,-10,,37,-3,4,8,-3,19,8,9,2,-1,-4,-8,-2,8,-15,,,-29,,-2,16,,6,,,,-4,8,-14,,,,3,,,29,,-4,,-12,,,,-10,-17,-10,0,,,10,3,-10,0,-15,,-4,,-13,-1,1,,,-3,12,,-2,21,-23,,,-4,,-2,,,22,,12,,,,4,,-5,0,,-2,,,1,9,,-4,1,2,,,,4,21,,,13,,-22,9,-10,,,,,5,,8,12,,,5,4,,,3,-10,3,-8,-3,-5,,6,34,5,,,6,-14,,,20,,,,,,,,,,,21,,14,,-10,,,,,29,,,,8,-18,,,,-27,,,,,,-7,,-7,-7,-37,-9,4,,-12,12,,-6,,4,4,-12,10,9,-4,,,-17,-3,4,-5,,,-7,-9,-16,-6,,5,,,21,-16,-40,5,-4,-25,0,-6,-7,,3,-3,,-12,,,,,,-13,-16,,,-7,-36,,,-17,-9,2,0,-7,3,0,,-15,-5,4,12,-24,9,-15,-40,10,,4,-2,,,23,0,11,,-11,5,,-7,,30,,-3,,,,,,,,,,,,,,,,,,-4,05/08/2021 06:15:41 +1000
2020-11-02,3,4,1,,12,16,,9,,,-5,,23,-26,,34,0,5,9,0,23,-6,10,8,-5,-11,3,3,18,-15,,,-33,,-1,25,2,15,15,6,,-2,-1,-10,,,,15,4,,22,,7,,6,,,,-3,-8,10,-4,,,13,8,-9,2,2,,-8,,-3,2,11,,,0,17,,4,19,-12,,,1,0,7,,,27,,29,,,,3,,-2,6,,8,,,1,8,,3,12,3,,,-2,-1,24,,,10,,-14,25,-6,,,,-17,7,,10,14,,,14,-10,,,-3,-6,13,-2,3,-3,-6,11,48,19,,49,19,-3,,,22,,,,,,,9,,,,15,,1,7,-10,,,,,26,,-18,,13,-8,,,,-22,,,,,,3,,7,6,-14,2,13,,1,21,-3,18,,16,14,13,25,30,4,,,1,3,20,10,,,-5,12,-7,-3,,29,,,39,-6,-20,19,11,-34,18,3,8,,17,18,,5,,,,,,15,0,,,10,-35,,,-9,5,11,15,5,25,5,8,3,0,10,6,-28,11,-8,-14,25,17,4,12,,,49,10,23,,-9,11,,4,,40,13,6,,,,,,,,,-17,,,,,,,,,5,05/08/2021 06:15:41 +1000
2020-11-03,-1,-1,-3,,9,16,16,3,,,-4,,20,-24,,23,-1,3,8,1,23,-1,4,9,-6,-17,-7,1,18,-15,,,-33,,-2,12,-8,12,-4,-6,,-11,3,-9,,,,13,5,,13,,5,,-8,,,,-1,-10,3,-4,,,8,8,-19,3,-5,,-10,,-2,-4,0,,,-4,18,,-7,9,-15,-5,,-5,-2,-2,,,19,,18,,,,0,,-4,5,,-4,-8,,-4,1,,-4,8,3,,,-14,0,5,,,11,,-28,10,-7,,,,-15,-3,,5,5,-8,18,3,-14,,,3,-21,12,-7,4,-5,-12,12,21,14,,19,12,-5,,-13,14,,,0,,,,-6,,,,9,,6,-10,-5,,,,,30,,-5,,6,-13,,16,,-7,,,,,,-3,,-8,-7,-28,-12,22,,-12,8,-33,-1,,11,7,4,2,31,-5,,,0,-18,17,1,,,-6,-5,-5,-18,,33,,,41,-23,-32,14,1,-47,14,-13,-8,,10,-3,,-2,,,,42,,14,-10,,,4,,,,-21,-20,0,15,-9,18,0,-4,-15,-7,1,-4,-28,9,-13,-15,12,-1,-5,6,12,,17,4,7,,-10,4,,-1,,30,5,5,,,,,,,,,-21,,,,,,,,,9,05/08/2021 06:15:41 +1000
2020-11-04,-2,2,-2,,7,13,11,4,,,-8,,17,-25,,31,-3,5,3,-3,15,2,10,4,-8,-12,-3,0,25,-13,,,-36,,-3,14,-3,16,4,3,,-5,-2,-11,,,,15,-1,,22,,10,,-2,,,,-3,-13,5,-2,,,8,10,-16,6,-3,,-9,,6,7,0,,,-5,8,,0,14,-17,8,,-6,2,1,,,22,,21,,,,1,,-3,7,,0,,,-2,3,,1,10,3,,,-12,-3,20,,,8,,-20,17,-12,,,,-16,2,,4,12,,19,6,-7,,,2,-12,3,-6,4,-7,-11,13,32,11,,30,19,-4,,,10,,,,,,,6,,,,25,,-2,-5,-9,,,-12,,28,,-11,,4,-21,,13,,-10,,,,,,-8,,0,-3,-23,-1,-5,,-9,6,-2,-6,,5,0,-5,-1,10,-12,,,-12,-3,13,0,,,-12,-3,-11,-7,,9,1,,16,-15,-21,10,-2,-54,4,-1,9,,4,2,,-6,,,,47,,-25,-11,,,-1,,,-6,-17,0,-3,7,-5,12,1,-3,-9,-2,2,1,-26,4,-9,-12,15,1,2,-1,6,,32,8,13,,-9,8,,0,,28,6,11,,,,,,,,,-24,,,,,,,,,3,05/08/2021 06:15:41 +1000
2020-11-05,-2,-3,-5,,15,10,15,1,,,-7,,16,-26,,25,-5,5,2,-8,7,-8,7,2,-15,-11,-9,-8,18,-18,,,-44,,-2,12,-1,6,4,-2,,-6,3,-14,,,,8,-1,,20,,5,,-3,,,,-2,-22,0,-3,,,9,8,-11,-3,-8,,-5,,1,5,9,,,-10,11,,-1,18,-16,-10,,-6,1,-1,,,17,,14,,,,1,,-4,4,,3,0,,0,0,,3,10,15,,,-10,-2,23,,,10,,-18,16,-12,,,,-17,1,,1,10,,17,7,-11,,,4,5,8,-8,12,-3,-9,17,40,16,,20,20,-6,,-15,15,,,17,,,,8,,,,17,,-3,0,-9,,,-6,,27,,-16,,5,-19,,,,-13,,,,,,-5,,2,-5,-23,-4,-7,,-6,5,-9,-5,,4,3,5,0,12,-7,,,-9,-2,9,2,,,-9,-6,-8,-6,,5,0,,16,-12,-22,8,-2,-44,0,-5,0,-13,2,1,,0,,,,,,-12,-12,,,6,-34,,-4,-15,-5,0,4,-4,13,0,-1,-18,-3,11,6,-25,11,-15,-11,7,-5,2,6,3,,29,7,4,,-13,10,,1,,37,5,8,,,,,,,,,,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-11-06,4,2,3,,12,20,20,6,,,3,,29,-25,,41,1,10,13,-1,24,6,9,14,-1,-7,11,0,23,-14,,,-28,,4,24,10,25,9,-10,,5,16,-4,,,,25,17,,24,,9,,1,,,,0,-2,9,-2,,,19,10,-11,1,10,,0,,7,10,8,,,0,27,,4,7,-4,23,,-1,14,6,,,27,,23,,,,4,,-1,5,,-3,-2,,1,6,,4,15,11,,,-6,3,19,,,11,,-18,18,-10,,,,-9,6,,8,14,-7,21,7,4,,,3,-15,14,-2,7,-1,-7,14,35,19,,27,16,-1,10,-24,21,,,,,,,11,,,,17,,7,-5,-8,,,3,,34,,-13,,9,-21,,17,,-10,,,-23,,,-1,,2,3,-32,-1,-3,,-1,13,-6,-3,,5,12,9,1,24,-6,,,-7,1,11,4,,,-6,2,-9,-1,,9,0,,27,-11,-17,15,9,-39,11,-1,10,-10,8,6,,-1,,,,57,,-12,-17,,,8,-42,,-7,-21,1,2,7,-1,14,4,-5,-17,-2,12,6,-19,13,-10,-29,14,0,5,12,5,,35,9,12,,-8,11,,-3,,30,-1,1,,,,,,,,,-12,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-11-07,2,0,2,,4,17,,5,,,5,,18,-23,,38,-2,3,8,-1,17,-1,6,9,-4,-6,13,0,30,-17,,,-18,,-2,20,,13,,-3,,3,12,-7,,,,16,12,,23,,6,,2,,,,-3,-2,-3,5,,,10,4,-12,7,-2,,-5,,-19,2,4,,,-6,13,,-3,10,-8,,,-5,-3,2,,,25,,21,,,,5,,-1,2,,0,,,6,4,,7,11,16,,,-11,3,21,,,8,,-21,7,-11,,,,-16,3,,8,14,,26,6,2,,,8,-8,6,-9,11,0,-10,10,32,7,,,9,-7,,,26,,,12,,,,,,,,21,,-1,-14,-10,,,,,28,,-7,,14,-34,,,,-13,,,,,,0,,3,-2,-40,0,-2,,4,10,-11,-5,,8,14,11,3,18,4,,,-5,0,16,3,,,-9,4,-8,7,,9,,,25,-13,-15,18,5,-22,6,1,5,,17,7,,-3,,,,,,-7,-24,,,12,-40,,-10,-19,-4,3,9,-2,8,4,4,-19,-6,7,5,-13,5,-15,-31,8,7,-2,14,8,,30,4,16,,-11,5,9,-3,,34,12,0,,,,,,,,,-15,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-11-08,2,4,2,,,12,,5,,,7,,28,-23,,37,-2,6,13,2,20,2,11,7,-2,-5,7,-5,17,-11,,,-20,,-3,22,,7,,,,7,0,-13,,,,13,5,,31,,1,,-10,,,,-9,-7,-2,0,,,12,7,-10,1,-12,,-3,,-5,0,4,,,-4,14,,-6,20,-16,,,-3,,3,,,26,,11,,,,6,,-2,4,,1,,,3,10,,4,11,14,,,,5,30,,,13,,-26,6,-7,,,,,6,,11,15,,,8,13,,,12,-13,6,0,3,-1,,11,34,10,,,8,-11,,,25,,,,,,,,,,,15,,17,,-5,,,,,30,,,,14,-17,,,,-13,,,,,,-3,,-3,-2,-41,3,8,,-10,10,,-6,,10,9,-1,2,13,-7,,,-8,-4,7,1,,,-4,-4,-10,2,,17,,,26,-8,-28,13,0,-27,8,-2,2,,5,4,,-8,,,,,,-13,-15,,,4,-34,,,-22,-9,4,6,-2,12,3,,-12,0,11,12,-26,5,-12,-22,9,,0,4,,,26,5,11,,-10,6,,-2,,32,7,4,,,,,,,,,,,,,,,,,,7,05/08/2021 06:15:41 +1000
2020-11-09,0,4,0,,12,16,,2,,,0,,12,-23,,35,-2,7,10,-1,20,-6,8,9,-5,-12,3,3,19,-15,,,-35,,-1,24,6,13,9,-3,,1,-3,-9,,,,16,5,,25,,13,,-1,,,,-4,-10,5,2,,,15,9,-11,4,-1,,-8,,12,0,12,,,-2,19,,2,11,-14,,,-1,6,3,,,26,,27,,,,3,,-3,9,,3,,,3,4,,6,14,8,,,-5,-3,26,,,10,,-18,20,-5,,,,-8,6,,13,14,-10,,14,-12,,,-1,-14,13,0,9,-2,-5,17,43,15,,41,19,-1,,,28,,,,,,,19,,,,11,,7,3,-6,,,,,27,,-9,,11,-10,,,,-10,,,,,,-4,,4,-3,-16,4,-4,,-7,13,-8,2,,5,6,4,7,19,-11,,,-8,0,14,5,,,-10,5,-5,0,,17,,,23,-11,-12,10,0,-38,6,-3,10,,7,3,,-1,,,,,,-2,-4,,,7,-28,,,-13,-1,5,6,1,11,0,8,-5,-6,9,10,-21,11,-11,-19,14,4,2,7,,,30,13,15,,-24,9,,-3,-3,30,-4,3,,,,,,,,,-21,,,,,,,,,-2,05/08/2021 06:15:41 +1000
2020-11-10,2,1,0,,8,19,15,4,,,-4,,34,-24,,28,-2,3,8,1,29,5,9,14,-5,-12,0,4,21,-18,,,-32,,0,18,-4,19,-2,8,,-4,9,-7,,,,11,13,,14,,7,,2,,,,-1,-9,9,-5,,,12,10,-15,5,-3,,-3,,8,0,9,,,-3,21,,-3,21,-14,-9,,-1,-4,5,,,20,,21,,,,4,,-1,8,,3,-5,,0,6,,5,16,8,,,-8,1,10,,,13,,-24,10,-7,,,,-13,1,,7,12,,,5,-14,,,2,-16,12,-5,6,-1,-5,16,24,13,,34,12,1,,,12,,,-1,,,,-8,,,,15,,12,-8,-3,,,,,33,,-8,,10,-2,,20,,-10,,,,,,-2,,6,-3,-4,6,-3,,-9,11,-8,0,,6,7,7,5,24,-8,,,-3,-2,10,3,,,-6,-2,-3,-3,,18,,,28,-8,-15,16,2,-39,7,-6,11,,13,-1,,-4,,,,34,,-1,1,,,1,,,-9,-16,4,1,10,4,16,4,-4,-8,-3,-6,4,-23,12,-11,-15,16,4,5,10,6,,20,8,16,,-13,7,,3,,33,16,9,,,,,,,,,-16,,,,,,,,,12,05/08/2021 06:15:41 +1000
2020-11-11,0,3,1,,9,17,11,3,,,-3,,31,-22,,31,-3,4,8,-2,21,6,15,13,-4,-8,4,4,19,-16,,,-34,,2,19,2,21,13,10,,-6,8,-8,,,,15,9,,20,,7,,3,,,,-1,-8,10,-3,,,10,8,-17,6,-2,,-8,,5,8,6,,,-4,10,,-2,19,-10,4,,-3,8,3,,,26,,23,,,,3,,0,6,,3,,,-1,6,,7,10,5,,,-6,-3,24,,,7,,-17,14,-10,,,,-19,3,,7,17,,14,7,-11,,,6,-14,4,-3,5,-4,-10,11,33,17,,48,15,-2,,,11,,,,,,,11,,,,28,,7,-3,-6,,,,,32,,-7,,1,-11,,20,,-8,,,-13,,,-6,,4,-5,-13,-1,-4,,-7,9,-5,0,,6,4,-3,3,16,-9,,,-9,-3,11,5,,,-10,-2,-9,-8,,12,-2,,24,-14,-20,14,3,-49,5,-1,6,,7,4,,-5,,,,46,,-23,-9,,,2,,,-12,-19,-1,2,9,0,16,2,2,-6,-2,0,3,-21,5,-11,-15,18,5,4,-10,-1,,27,7,20,,-4,10,,0,,35,11,12,,,,,,,,,-20,,,,,,,,,5,05/08/2021 06:15:41 +1000
2020-11-12,2,4,2,,18,19,16,9,,,-1,,47,-27,,31,0,6,8,-5,24,3,9,20,5,-6,0,8,17,-17,,,-31,,9,15,0,24,12,6,,-6,16,-8,,,,10,12,,18,,6,,7,,,,1,-12,9,-7,,,15,11,-6,1,0,,-3,,12,6,19,,,-1,10,,0,25,-10,-14,,-1,12,5,,,20,,18,,,,4,,1,6,,5,-7,,2,3,,4,11,18,,,-2,0,26,,,12,,-21,17,-11,,,,-21,4,,6,13,,16,7,-17,,,2,1,5,-7,16,-4,1,16,35,19,,43,17,-4,,,9,,,,,,,6,,,,19,,4,6,-5,,,,,33,,-11,,7,-11,,,,-6,,,,,,0,,8,-5,-11,0,-6,,-6,10,-8,4,,7,11,13,9,28,-6,,,-5,2,12,5,,,-4,-5,-3,1,,10,0,,20,-11,-13,13,5,-40,8,-4,1,-11,9,2,,5,,,,,,-11,-9,,,9,,,-1,-11,2,4,8,3,22,1,2,-18,-4,2,4,-23,9,-12,-16,12,-2,7,2,4,,25,3,3,,-10,11,,3,,34,11,8,,,,,,,,,,,,,,,,,,3,05/08/2021 06:15:41 +1000
2020-11-13,7,4,5,,12,23,24,8,,,2,,37,-23,,36,-3,6,13,2,31,5,12,20,8,-11,16,4,22,-15,,,-29,,11,28,13,27,10,0,,0,22,-1,,,,24,19,,19,,5,,7,,,,-3,-4,13,-1,,,20,12,-9,4,4,,0,,7,7,15,,,3,25,,4,16,-9,17,,1,8,5,,,30,,26,,,,5,,2,8,,0,-1,,1,5,,6,13,16,,,-4,1,20,,,9,,-14,18,-9,,,11,-15,5,,10,19,,,9,1,,,7,-15,15,-6,11,3,0,16,35,31,,50,11,0,8,,23,,,,,,,1,,,,25,,19,-2,-5,,,1,,41,,-7,,18,-17,,20,,-9,,,-19,,,5,,10,2,-10,8,-5,,4,20,1,3,,11,20,16,11,41,-6,,,-1,14,15,10,,,2,6,0,5,,14,10,,30,-2,-15,19,10,-34,17,4,19,,17,13,,5,,,,47,,-11,-6,,,11,-20,,-5,-18,12,11,13,6,22,6,-7,-13,-2,3,9,-18,16,-5,-27,21,1,12,12,14,,37,7,15,,-7,12,,-1,,33,4,3,,,,,,,,,-17,,,,,,,,,8,05/08/2021 06:15:41 +1000
2020-11-14,4,1,5,,8,21,,9,,,2,,34,-25,,34,0,3,7,1,22,1,14,14,-1,-8,22,2,23,-16,,,-19,,1,21,,16,3,8,,6,21,-10,,,,20,11,,21,,9,,13,,,,-2,-8,2,0,,,14,7,-8,4,-2,,-2,,-17,3,8,,,-6,9,,1,20,-10,,,-1,-1,6,,,27,,23,,,,7,,0,6,,4,,,8,7,,1,8,21,,,2,4,24,,,12,,-14,9,-11,,,,-11,3,,12,19,,24,7,0,,,6,-12,7,-6,15,-3,-3,12,36,14,,,6,-6,,,28,,,6,,,,,,,,27,,9,-15,-8,,,,,29,,-7,,16,-29,,,,-12,,,,,,2,,12,-7,1,22,-12,,-3,11,0,-5,,5,12,10,0,18,-3,,,-10,19,8,0,,,2,4,5,11,,8,,,20,-6,-4,19,1,-21,8,5,27,,15,6,,-3,,,,,,-12,-7,,,3,3,,-3,-13,16,6,8,5,12,6,6,-16,-4,0,9,-15,15,-15,-28,17,11,5,-5,11,,32,4,21,,-12,4,-3,1,,43,11,2,,,,,,,,,-12,,,,,,,,,4,05/08/2021 06:15:41 +1000
