,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-11-29,-35,-16,-35,,5,-33,,-68,,,-19,,-29,,,-47,-7,-19,-43,-37,-33,-44,-49,-23,-31,14,4,-31,-19,-25,,,-38,,-28,,,-38,,,,-20,-24,-42,,,-30,-28,-32,,,,11,,-34,-40,,,-43,-44,-37,,,,-28,-55,-52,,-17,,-32,,-1,-28,,,-22,-32,-11,,-38,,-30,-21,,-45,-33,-46,,,-40,,-30,,,-50,-36,,-43,-34,,-52,,,-47,-24,,-36,-24,,,,,-12,-23,,,-17,,26,-21,-51,,,,,-28,,-41,-27,,-33,-27,-61,,,,,-11,-26,15,,,13,-4,-9,,,-5,12,,,-49,,,,,,,,,,,,,,-40,-43,,,,,-56,,-63,,,-40,,-39,,,,-48,,,,-46,,-25,-22,,,-49,,-45,-31,,-20,,-17,-82,-7,-44,-29,-51,,,-38,,-20,-49,,,-33,-25,-42,,,-40,,,-8,-27,,-30,-20,-43,3,-26,-12,,-36,-26,,-37,,,,,,-56,-36,,,-36,,,,,,9,-21,,-30,-37,,-34,-16,-64,-50,,-14,-49,-47,-34,-43,-18,-55,,,8,-20,-33,,-12,-32,,-31,,-46,-32,-38,,,,,,,,,,,,,,,,,,-20,05/08/2021 06:16:17 +1000
2020-11-30,-37,-18,-34,,-5,-25,,-62,,,-35,,-34,,,-39,-28,-20,-18,-38,-26,-41,-35,-13,-35,-30,11,-35,-19,-28,,,-47,,-22,,,-18,,,,-18,-19,-33,,,-22,-25,-25,,,,9,,-33,-28,,,-32,-41,-33,,,,-21,-43,-17,,-11,,-13,,-25,-27,-29,,-19,-29,-27,,-30,-31,-33,-10,,-27,-25,-35,,,-23,,-9,,,-44,-35,,-42,-36,,-43,,,-48,-24,,-44,-10,,,,,-21,-11,,,-26,,37,-24,-29,,,,,-33,,-38,-25,,-31,-25,-43,,,-11,,9,-17,20,-4,,15,-2,-10,,,-11,-2,-14,,-51,,,,,,,,,,,,,,-29,-30,,,,,-50,,-42,,,-23,,-22,,-12,,-51,,,,-53,,-26,-35,,,-67,,-54,-42,,-7,,-21,-74,-33,-50,-57,-60,,,-43,,-19,-62,,,-27,-31,-44,,,-33,,,-14,-22,-43,-37,-45,-64,-21,-33,-30,,-51,-33,-35,-44,,,,-34,,-51,-13,,,-52,,,,,,-37,-35,,-45,-29,,-27,-8,-45,-31,,-21,-37,-36,-23,-38,-14,-34,,,-6,-21,-17,,-16,-29,-16,-28,-13,-32,-19,-31,,,,,,18,,,,,,,-14,-30,,,-60,-12,05/08/2021 06:16:17 +1000
2020-12-01,-37,-25,-33,,,-27,,-57,,,-36,,-30,,,-44,-26,-20,-26,-31,-25,-41,-38,-15,-34,-28,-10,-31,-19,-11,,,-45,,-16,,,-22,,,,-34,-23,-30,,,-17,-26,-28,,,,-3,,-15,-35,,,-33,-38,-33,,,,-25,-33,-14,,-12,,-14,,-16,-26,-34,,-19,-25,-29,,-36,-31,-29,-21,,-29,-19,-30,,,-27,,-21,,,-39,-32,,-40,-34,,-43,,,-41,-24,,-54,-6,,,,,-20,-17,,,-27,,25,-25,-31,,,,,-30,,-40,-25,,-28,-27,-43,,,-23,,10,-29,14,-8,,2,-4,-15,,,-18,-16,-11,,-50,,,,,,,,,,,,,,-37,-34,,,,,-48,,,,27,-27,,-36,,-21,,-52,,,,-55,,-41,-46,,-21,-67,,-56,-47,,-15,,-31,-72,-35,-53,-63,-63,,,-45,,-29,-60,,,-28,-31,-48,,,-36,,,-27,-24,-48,-40,-52,-67,-27,-36,-35,,-51,-40,-37,-50,,,,-42,,-51,-26,,,-55,,,,,,-39,-40,,-52,-24,,-25,-1,-38,-39,,-11,-37,-24,-19,-29,-14,-42,-15,-9,-1,-20,-20,,-10,-18,-3,-23,-6,-30,-12,-28,,,,,,1,,,,,,,-6,-11,,,-59,-11,05/08/2021 06:16:17 +1000
2020-12-02,-35,-25,-32,,-14,-24,-52,-57,,,-33,,-34,,,-34,-24,-21,-22,-27,-22,-39,-39,-12,-35,-30,-7,-32,-18,-41,,,-43,,-19,,,-19,,,,-27,-19,-32,,,-19,-28,-23,,,,0,,-21,-25,,,-34,-40,-32,,,,-25,-38,-12,,-15,,-12,,-23,-30,-33,,-29,-24,-25,,-42,-27,-28,-27,,-29,-18,-31,,,-25,,-13,,,-41,-31,,-37,-37,,-44,,,-40,-24,,-42,-3,,,,,-22,-11,,,-26,,13,-26,-37,,,,,-30,,-49,-21,,-40,-31,-43,,,-26,,-9,-34,-8,-8,,-1,-14,-23,,,-14,-7,-32,,-56,,,,,,,,,,,,,,-32,-32,,,,,-49,,,,22,-28,,-44,,-1,,-52,,,,-52,,-38,-43,,,-61,,-54,-42,,-12,,-22,-69,-33,-49,-59,-60,,,-41,,-28,-57,,,-15,-33,-43,,,-31,,,-25,-26,-39,-39,-46,-64,-24,-31,-38,,-46,-38,-39,-43,,,,-29,,-51,-21,,,-49,,,,,,-35,-34,,-41,-25,,-25,-7,-40,-35,,-16,-32,-18,-22,-39,-15,-43,-5,-16,3,-18,-22,,-13,-27,-6,-24,-13,-30,-14,-25,,,,,,6,,,,,,,-9,-23,,,-62,-13,05/08/2021 06:16:17 +1000
2020-12-03,-34,-21,-29,,-20,-19,,-57,,,-35,,-31,,,-35,-16,-14,-34,-26,-25,-34,-32,-10,-30,-25,0,-33,-9,-23,,,-39,,-18,,,-13,,,,-26,-20,-26,,,-18,-15,-26,,,,12,,-11,-14,,,-31,-35,-27,,,,-19,-45,-17,,-11,,-9,,-25,-22,-30,,-15,-22,-22,,-40,-23,-34,-19,,-31,-11,-26,,,-25,,-12,,,-37,-30,,-38,-30,,-41,,,-36,-17,,-43,-21,,,,,-14,-12,,,-16,,28,-22,-36,,,,,-28,,-46,-17,,-28,-28,-39,,,-11,,-1,-22,6,-2,,10,-8,-2,,,-8,-2,-22,,-57,,,,,,,,,,,,,,-28,-31,,,,,-43,,,,,-18,,-21,,-9,,-60,,,,-52,,-37,-41,,,-61,,-47,-41,,-15,,-13,-71,-32,-48,-60,-55,,,-44,,-24,-62,,,-23,-36,-44,,,-32,,,-24,-24,-41,-38,-47,-65,-25,-29,-34,,-49,-40,-36,-44,,,,-38,,-54,-9,,,-50,,,,,,-36,-37,,-43,-22,,-22,1,-39,-45,,-14,-30,-25,-19,-42,-4,-39,2,-3,5,-17,-22,,-8,-22,12,-22,-4,-30,-16,-26,,,,,,17,,,,,,,-13,-24,,,-63,-10,05/08/2021 06:16:17 +1000
2020-12-04,-30,-18,-27,,-15,-19,,-54,,,-28,,-27,-54,,-26,-16,-13,-24,-27,-17,-32,-31,-11,-26,-24,-14,-27,-17,-31,,,-35,,-18,,,-14,,,,-18,-11,-27,,,-14,-21,-17,,,,4,,-26,-16,,,-25,-29,-19,,,,-11,-48,-17,,2,,-12,,-27,-16,-31,,3,-19,-16,,-46,-29,-23,-17,,-28,-11,-30,,,-26,-72,-13,,,-40,-28,,-35,-25,,-45,,,-34,-12,,-39,-21,,,,,-14,-18,,,-19,,27,-24,-39,,,,,-22,,-48,-11,,-33,-25,-35,,,-16,,9,-18,13,-1,,6,-12,-10,,,-7,0,-16,,-57,,,,,,,,,,,,,,-28,-24,,,,,-41,,-41,,,-8,,-18,,-5,,-38,,,,-47,,-26,-34,,,-56,,-44,-40,,-5,,-10,-69,-26,-44,-56,-49,,,-32,,-22,-44,,,-28,-26,-37,,,-27,,,-19,-13,-38,-26,-40,-57,-14,-31,-30,,-39,-31,-23,-38,,,,-21,,-48,1,,,-44,,,,,,-28,-30,,-40,-24,,-25,-1,-53,-29,,-8,-28,-15,-19,-43,-5,-35,-30,-15,9,-19,-16,,-6,-22,,-24,-7,-29,-9,-20,,,,,,23,,,,,,,-1,-17,,,-53,-4,05/08/2021 06:16:17 +1000
2020-12-05,-26,-18,-20,,-9,-23,,-60,,,-14,,-20,,,-45,2,-12,-43,-39,-4,-20,-31,-17,-14,9,6,-15,-20,-34,,,-24,,-11,,,-20,,,,-25,-8,-3,,,-19,-12,-18,,,,18,,-43,-13,,,-26,-21,-23,,,,-11,-49,-40,,-17,,-16,,-23,-17,-46,,-2,-16,-4,,-42,-15,-23,,,-32,-22,-39,,,-36,,-29,,,-46,-24,,-32,-32,,-46,,,-32,-18,,-25,-29,-26,,,,-14,-7,,,-12,,34,-25,-48,,,,,-28,,-50,-3,,-32,-32,-36,,,-23,,-14,-49,10,-5,,0,-18,-15,,,-16,-1,,,-65,,,,,,,,,,,,,,,-39,,,,,-54,,,,,-30,,-28,,,,-60,,,,-37,,-22,-15,,,-46,,-35,-30,,-15,,-16,-73,-2,-37,-38,-45,,,-29,,-24,-4,,,-25,-24,-48,,,-20,,,-24,-24,,-25,-27,-36,-6,-42,-23,,-33,-21,,-31,,,,-18,,-42,-43,,,-28,,,,,,2,-16,,-36,-27,,-23,-3,-70,-39,,-13,-28,-42,-25,-30,5,-27,,,29,-12,-17,,-7,-25,,-27,-9,-35,-35,-27,,,,,,,,,,,,,,-11,,,,17,05/08/2021 06:16:17 +1000
2020-12-06,-30,-22,-24,,-9,-24,,-62,,,-17,,-25,,,-47,0,-13,-38,-38,-23,-18,-39,-12,-21,9,,-22,-3,-33,,,-27,,-20,,,-21,,,,0,-16,-8,,,-11,-17,-11,,,,21,,-7,-15,,,-30,-16,-12,,,,-21,-47,-35,,3,,-27,,-18,-8,,,2,-13,-13,,-53,-30,-23,-27,,-34,-8,-39,,,-35,,-23,,,-47,-30,,-39,-41,,-50,,,-32,-21,,-48,37,,,,,-11,-9,,,-14,,33,-21,-48,,,,,-21,,-53,-18,,-39,-38,-53,,,,,-22,-55,-9,0,,1,-26,-16,,,-20,-5,,,-65,,,,,,,,,,,,,,-46,-37,,,,,-41,,-52,,,-36,,-49,,,,-33,,,,-44,,-27,-30,,,-54,,-43,-33,,-14,,-12,-75,-10,-41,-33,-48,,,-36,,-22,-28,,,-40,-21,-44,,,-22,,,-26,-31,,-24,-17,-42,4,-36,-8,,-34,-42,,-35,,,,,,-51,-46,,,-37,,,,,,8,-16,,-32,-35,,-29,-4,-69,,,-23,-40,-33,-31,-47,-12,-46,,,10,-21,-29,,-10,-32,,-32,,-42,-27,-34,,,,,,,,,,,,,,,,,,-16,05/08/2021 06:16:17 +1000
2020-12-07,-38,-19,-33,,-9,-26,,-56,,,-27,,-36,,,-30,-26,-22,-13,-34,-28,-41,-31,-12,-36,-32,4,-35,-9,-28,,,-46,,-23,,,-19,,,,-28,-21,-38,,,-28,-29,-25,,,,9,,-26,-11,,,-31,-37,-28,,,,-23,-43,-15,,-6,,-11,,-26,-28,-19,,-12,-26,-28,,-37,-24,-28,-15,,-24,-12,-32,,,-21,,-10,,,-47,-31,,-39,-36,,-39,,,-36,-24,,-47,-12,-29,,,,-21,-13,,,-27,,52,-25,-31,,,,,-25,,-49,-15,,-30,-29,-39,,,-13,,-7,-27,7,6,,5,-19,-10,,,-13,-5,-21,,-53,,,,,,,,,,,,,,-41,-25,,,,,-37,,-30,,,-26,,-36,,-10,,-37,,,,-55,,-30,-46,,,-66,,-56,-48,,-25,,-20,-67,-35,-49,-63,-58,,,-41,,-24,-66,,,-31,-37,-46,,,-35,,,-26,-24,-43,-35,-45,-67,-28,-33,-28,,-56,-37,-24,-50,,,,-44,,-58,-38,,,-57,,,,,,-40,-42,,-46,-27,,-23,-7,-46,-32,,-16,-33,-26,-22,-35,-7,-33,,,7,-18,-16,,-11,-27,9,-25,-10,-31,-22,-29,,,,,,26,,,,,,,-13,-19,,,-57,-14,05/08/2021 06:16:17 +1000
2020-12-08,-35,-25,-31,,,-26,,-56,,,-33,,-34,,,-35,-25,-22,-24,-32,-23,-41,-32,-15,-34,-32,-19,-31,-10,-18,,,-41,,-22,,,-18,,,,-30,-22,-35,,,-23,-26,-23,,,,4,,-8,-35,,,-34,-35,-32,,,,-22,-42,-15,,-13,,-20,,-24,-26,-31,,-23,-21,-22,,-38,-21,-28,-23,,-26,-13,-29,,,-23,,-15,,,-39,-31,,-40,-40,,-46,,,-32,-21,,-50,-18,,,,,-18,-11,,,-25,,37,-22,-38,,,,,-32,,-49,-23,,-14,-28,-39,,,-17,,-4,-25,1,-13,,-2,-13,-15,,,-11,-4,-26,,-52,,,,,,,,,,,,,,-42,-30,,,,,-42,,,,,-25,,-32,,-9,,-59,,,,-54,,-36,-47,,-28,-67,,-55,-47,,-21,,-29,-70,-33,-51,-64,-61,,,-40,,-30,-60,,,-28,-36,-48,,,-36,,,-28,-22,-49,-37,-47,-65,-31,-39,-37,,-52,-39,-35,-47,,,,-42,,-53,-25,,,-54,,,,,,-38,-38,,-51,-26,,-28,-7,-37,-41,,-15,-39,-23,-25,-41,-12,-42,-12,-12,1,-19,-21,,-12,-27,1,-28,-11,-34,-18,-32,,,,,,5,,,,,,,-15,-26,,,-61,-21,05/08/2021 06:16:17 +1000
2020-12-09,-34,-21,-30,,-5,-26,,-54,,,-30,,-32,,,-29,-23,-19,-38,-36,-22,-36,-35,-13,-34,-28,-8,-33,-27,-32,,,-41,,-19,,,-17,,,,-31,-21,-31,,,-20,-31,-27,,,,8,,-20,-19,,,-30,-39,-24,,,,-22,-39,-4,,-12,,-15,,-20,-26,-28,,-16,-23,-23,,-33,-17,-27,-16,,-27,-18,-31,,,-25,,-13,,,-39,-28,,-36,-35,,-43,,,-30,-19,,-42,-12,,,,,-20,-9,,,-23,,24,-25,-33,,,,,-27,,-45,-19,,-25,-29,-40,,,-28,,1,-35,-4,-14,,0,-20,-19,,,-14,-9,-34,,-52,,,,,,,,,,,,,,-32,-28,,,,,-41,,,,24,-28,,-22,,-10,,-40,,,,-51,,-24,-42,,,-57,,-51,-43,,-21,,-17,-65,-34,-43,-60,-56,,,-38,,-25,-57,,,-29,-37,-43,,,-30,,,-25,-21,-38,-39,-44,-61,-22,-27,-38,,-46,-35,-38,-43,,,,-28,,-50,-17,,,-49,,,,,,-36,-34,,-42,-25,,-22,-10,-36,-37,,-14,-35,-19,-24,-38,-16,-37,-3,-18,-3,-20,-22,,-14,-25,-2,-24,-19,-34,-22,-29,,,,,,11,,,,,,,-13,-21,,,-55,-17,05/08/2021 06:16:17 +1000
2020-12-10,-33,-20,-28,,-17,-23,-51,-53,,,-29,,-33,,,-25,-14,-15,-35,-35,-26,-38,-34,-12,-30,-24,1,-31,-11,-24,,,-37,,-21,,,-16,,,,-31,-19,-27,,,-20,-24,-26,,,,12,,-4,-11,,,-27,-38,-24,,,,-18,-36,-8,,-9,,-5,,-25,-20,-21,,-13,-25,-18,,-38,-24,-29,-24,,-30,-10,-30,,,-24,,-10,,,-37,-29,,-36,-31,,-40,,,-30,-23,,-37,-19,,,,,-19,-4,,,-15,,24,-24,-30,,,,,-26,,-50,-18,,-24,-26,-37,,,-12,,-2,-23,3,1,,7,-11,-9,,,-7,-6,-23,,-50,,,,,,,,,,,,,,-32,-30,,,,,-36,,,,,-23,,-23,,,,-47,,,,-52,,-32,-43,,-24,-60,,-49,-47,,-26,,-20,-67,-31,-49,-62,-55,,,-42,,-25,-61,,,-25,-39,-43,,,-32,,,-29,-22,-46,-38,-43,-63,-29,-32,-34,,-50,-37,-32,-43,,,,-37,,-54,-17,,,-50,,,,,,-35,-40,,-43,-23,,-25,-7,-37,-44,,-18,-32,-22,-20,-28,-5,-38,0,-14,2,-19,-21,,-10,-30,11,-28,-2,-35,-12,-30,,,,,,14,,,,,,,-20,-23,,,-46,-14,05/08/2021 06:16:17 +1000
2020-12-11,-29,-15,-26,,-8,-18,,-52,,,-18,,-30,-52,,-27,-12,-12,-27,-28,-16,-31,-33,-12,-26,-21,-2,-25,-29,-37,,,-32,,-19,,,-10,,,,-22,-11,-26,,,-10,-16,-11,,,,9,,-23,-19,,,-26,-29,-19,,,,-11,-61,-3,,-4,,-10,,-24,-15,-24,,-16,-17,-14,,-46,-30,-22,-13,,-26,-11,-30,,,-24,,-9,,,-43,-27,,-33,-33,,-39,,,-34,-18,,-44,-15,,,,,-15,-13,,,-20,,33,-26,-30,,,,,-18,,-54,-14,,-26,-22,-30,,,-10,,5,-19,12,-6,,1,-11,-7,,,-12,15,-19,,-48,,,,,,,,,,,,,,-26,-25,,,,,-37,,-39,,,-6,,-18,,-13,,-31,,,,-45,,-26,-35,,,-56,,-43,-39,,-16,,-13,-65,-29,-40,-56,-45,,,-36,,-23,-46,,,-25,-28,-37,,,-21,,,-20,-12,-35,-23,-37,-52,-18,-24,-31,,-41,-28,-25,-36,,,,-17,,-47,-12,,,-44,,,,,,-23,-26,,-39,-23,,-23,-3,-50,-45,,-17,-31,-10,-17,-26,-5,-36,-11,-17,9,-18,-14,,-6,-20,,-26,-5,-30,-21,-25,,,,,,20,,,,,,,-8,-20,,,-46,-9,05/08/2021 06:16:17 +1000
2020-12-12,-23,-13,-17,,-23,-17,,-56,,,-11,,-18,,,-29,3,-9,-28,-19,1,-15,-35,-13,-16,15,5,-13,-51,-53,,,-11,,-12,,,-18,,,,-21,-11,-23,,,-41,-7,-6,,,,20,,-27,-19,,,-20,-16,-19,,,,-7,-64,-44,,-13,,-25,,-17,-17,,,-18,-16,13,,-52,-27,-22,,,-24,-16,-39,,,-30,,-19,,,-42,-26,,-34,-20,,-44,,,-34,-20,,-47,-24,-26,,,,-14,-14,,,-10,,31,-35,-45,,,,,-25,,-52,-6,,-19,-28,-33,,,-28,,-7,-19,8,-5,,-6,-26,-19,,,-18,-4,,,-54,,,,,,,,,,,,,,,-29,,,,,-38,,,,,-24,,-17,,,,-37,,,,-30,,-17,-7,,,-15,,-31,-27,,4,,-22,-65,8,-34,-30,-29,,,-29,,-23,-23,,,-10,-24,-43,,,-7,,,-22,-8,,-25,-17,-27,4,-32,-12,,-13,-12,,-33,,,,-8,,-28,-34,,,-9,,,,,,4,-11,,-26,-23,,-20,-8,-63,-54,,-15,-29,-33,-22,-24,1,-36,,,30,-16,-8,,6,-21,,-26,-11,-28,-23,-28,,,,,,,,,,,,,,-24,,,,-5,05/08/2021 06:16:17 +1000
2020-12-13,-31,-18,-25,,-12,-23,,-61,,,-13,,-26,,,-24,0,-9,,-35,-24,-22,-43,-9,-24,12,-2,-23,-35,-35,,,-24,,-22,,,-19,,,,-15,-15,-32,,,-43,-15,-12,,,,26,,-17,-2,,,-30,-20,-23,,,,-21,-61,-40,,-15,,-21,,-10,-21,,,2,-12,-1,,-49,-30,-32,-22,,-32,-22,-42,,,-33,,-20,,,-47,-38,,-45,-48,,-45,,,-40,-32,,-58,-23,,,,,-28,-18,,,-29,,11,-39,-42,,,,,-32,,-54,-20,,-17,-37,-56,,,,,-28,-38,-11,-17,,-10,-23,-30,,,-18,-5,,,-57,,,,,,,,,,,,,,-66,-33,,,,,-37,,-48,,,-31,,-27,,,,-29,,,,-41,,-23,-23,,,-32,,-42,-32,,-16,,-14,-72,-5,-37,-28,-42,,,-38,,-16,-38,,,-32,-22,-43,,,-13,,,-6,-26,,-34,-9,-37,-2,-39,-18,,-31,-36,,-35,,,,,,-42,-19,,,-33,,,,,,10,-20,,-21,-36,,-34,-10,-66,-45,,-13,-47,-41,-31,-39,-22,-52,,,3,-24,-31,,-11,-34,,-36,,-42,-26,-35,,,,,,,,,,,,,,,,,,-22,05/08/2021 06:16:17 +1000
2020-12-14,-38,-17,-34,,-13,-31,,-56,,,-34,,-38,,,-35,-25,-24,-22,-25,-30,-39,-38,-16,-37,-31,11,-35,-33,-40,,,-44,,-25,,,-22,,,,-28,-22,-36,,,-31,-31,-28,,,,17,,-27,-28,,,-31,-43,-33,,,,-20,-53,-16,,-13,,-13,,-29,-28,-27,,-30,-29,-25,,-53,-39,-35,-18,,-26,-17,-39,,,-24,,-15,,,-39,-37,,-45,-40,,-36,,,-44,-35,,-54,-17,-35,,,,-33,-8,,,-32,,52,-43,-25,,,,,-30,,-55,-17,,-30,-27,-38,,,-20,,-5,-21,4,2,,4,-21,-13,,,-16,-10,-14,,-46,,,,,,,,,,,,,,-35,-24,,,,,-32,,-31,,,-29,,-7,,-15,,-33,,,,-52,,-29,-46,,,-60,,-56,-47,,-22,,-21,-65,-40,-49,-64,-53,,,-43,,-20,-65,,,-25,-35,-43,,,-34,,,-18,-16,-33,-34,-37,-61,-29,-31,-26,,-52,-36,-24,-44,,,,-36,,-47,-15,,,-51,,,,,,-39,-39,,-49,-26,,-27,-6,-43,,,-19,-38,-30,-20,-28,-5,-30,-11,,7,-20,-20,,-13,-30,12,-25,-7,-36,-13,-30,,,,,,28,,,,,,,-16,-24,,,-53,-13,05/08/2021 06:16:17 +1000
2020-12-15,-36,-22,-34,,-9,-30,-48,-55,,,-40,,-37,,,-42,-24,-23,-34,-25,-28,-41,-47,-21,-38,-31,-7,-33,-44,-39,,,-43,,-25,,,-25,,,,-36,-24,-35,,,-26,-31,-32,,,,10,,-13,-41,,,-36,-41,-37,,,,-28,-56,-25,,-16,,-27,,-30,-30,-34,,-28,-27,-27,,-44,-32,-29,-26,,-31,-19,-37,,,-24,,-18,,,-38,-30,,-39,-32,,-35,,,-28,-28,,-49,-20,,,,,-22,-15,,,-28,,49,-28,-31,,,,,-30,,-51,-22,,-3,-27,-36,,,-28,,-4,-21,-5,-14,,-3,-26,-15,,,-21,-9,-22,,-42,,,,,,,,,,,,,,-46,-28,,,,,-40,,,,21,-26,,-21,,-21,,-42,,,,-53,,-35,-48,,,-63,,-58,-48,,-25,,-29,-66,-38,-51,-65,-58,,,-45,,-28,-62,,,-35,-38,-46,,,-36,,,-22,-32,-51,-41,-44,-62,-28,-25,-33,,-52,-37,-24,-49,,,,-43,,-46,-22,,,-51,,,,,,-38,-40,,-56,-23,,-23,-8,-33,-40,,-14,-40,-23,-23,-28,-11,-35,-15,-12,3,-21,-20,,-11,-29,8,-24,-11,-31,-24,-28,,,,,,4,,,,,,,-18,-22,,,-52,-21,05/08/2021 06:16:17 +1000
2020-12-16,-34,-20,-31,,,-27,,-53,,,-36,,-32,,,-39,-22,-21,-29,-38,-24,-34,-38,-21,-33,-25,-9,-31,-48,-43,,,-40,,-23,,,-24,,,,-34,-21,-30,,,-16,-31,-20,,,,17,,-9,-23,,,-26,-41,-30,,,,-27,-47,-19,,-16,,-22,,-23,-27,-35,,-23,-27,-20,,-45,-28,-27,-8,,-32,-19,-35,,,-27,,-18,,,-33,-28,,-36,-35,,-39,,,-29,-24,,-52,-20,,,,,-22,-8,,,-24,,32,-25,-36,,,,,-23,,-50,-16,,-18,-27,-35,,,-23,,-9,-33,-5,-12,,-5,-23,-20,,,-21,-6,-30,,-42,,,,,,,,,,,,,,-42,-24,,,,,-36,,,,23,-24,,-20,,-18,,-23,,,,-50,,-30,-43,,,-58,,-51,-45,,-23,,-21,-63,-33,-47,-62,-56,,,-38,,-21,-59,,,-28,-40,-45,,,-29,,,-23,-12,-44,-42,-39,-59,-26,-32,-44,,-46,-33,-48,-41,,,,-34,,-49,-19,,,-47,,,,,,-36,-32,,-49,-23,,-18,-6,-33,-38,,-13,-39,-20,-20,-31,-14,-36,-9,-18,6,-18,-25,,-15,-25,10,-30,-18,-34,-20,-26,,,,,,12,,,,,,,-17,-17,,,-52,-14,05/08/2021 06:16:17 +1000
2020-12-17,-32,-17,-29,,-6,-27,,-51,,,-30,,-34,,,-38,-16,-16,-37,-28,-30,-35,-43,-21,-31,-23,-11,-31,-42,-28,,,-35,,-23,,,-23,,,,-42,-20,-29,,,-24,-28,-15,,,,26,,-1,-2,,,-29,-41,-20,,,,-26,-46,-26,,-11,,-8,,-25,-21,-26,,,-32,-17,,-43,-28,-30,-21,,-31,-9,-30,,,-24,,-11,,,-40,-27,,-35,-29,,-34,,,-27,-20,,-36,-16,,,,,-20,-13,,,-12,,42,-23,-30,,,,,-22,,-47,-12,,-7,-20,-23,,,-10,,-2,-21,7,-5,,1,-12,-6,,,-10,2,-18,,-39,,,,,,,,,,,,,,-25,-25,,,,,-23,,,,,-26,,-25,,,,-28,,,,-51,,-33,-42,,,-61,,-52,-45,,-26,,-20,-62,-33,-48,-65,-52,,,-43,,-23,-61,,,-29,-37,-45,,,-31,,,-25,-23,-43,-39,-38,-59,-28,-34,-40,,-50,-35,-37,-42,,,,-41,,-52,-24,,,-51,,,,,,-35,-37,,-55,-20,,-27,-3,-31,-34,,-2,-35,-20,-24,-33,-4,-41,11,3,11,-18,-24,,-8,-28,25,-27,-8,-31,-4,-24,,,,,,9,,,,,,,-14,-30,,,-45,-6,05/08/2021 06:16:17 +1000
