,AUS,Australian Capital Territory,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,New South Wales,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Northern Territory,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,Queensland,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,South Australia,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Tasmania,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Victoria,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,Western Australia,last_updated
2020-12-29,7,3,-17,,111,-32,-2,-44,,,-20,,,34,,-27,-7,-19,86,-9,-50,-32,-14,-33,-39,-42,122,-38,51,20,,,-65,,-33,,176,-32,,,,-34,-21,-34,,42,-22,-42,,,,,-34,,49,-55,,37,-29,-57,-44,,,,-46,21,33,,-38,,-13,-16,-44,-42,0,,13,-20,-22,,37,20,-71,,,-25,-50,-20,,,37,,61,,,,30,,-8,52,,25,,,33,7,50,50,44,161,10,,,-1,12,,,51,,38,75,,,,,,122,,17,-1,,28,25,-21,,,,,-18,43,15,5,77,19,1,15,,,-3,-2,,71,,,,,,,,,,,,-6,,,,17,,,,-16,18,,,44,,4,,,,-2,,,,,,22,,17,1,64,,44,,-11,24,,11,,14,1,16,-6,26,-27,69,13,-14,,12,-25,-4,,42,-15,48,,,42,,,34,,,35,-32,-28,39,,,,10,9,,-3,,39,,10,,1,91,,,-35,22,,,16,,-18,10,,88,9,,-23,-29,-19,20,61,-20,21,-15,-17,,39,-28,,-47,-22,54,-19,-29,-24,58,-1,13,,-31,-16,-7,-37,,,,,-63,,,,,,,,-35,,46,,-11,05/08/2021 06:16:00 +1000
2020-12-30,10,20,4,,68,-14,11,-17,,,7,,,1,,-15,0,6,,-7,-29,11,1,-13,30,-7,169,4,45,40,,,-55,,-10,,192,-13,,,,-22,4,-16,,41,10,-15,,,,,-29,,53,-21,,35,-13,-46,-19,,,,-28,45,13,,0,,37,-11,-24,-2,22,,60,11,-1,,18,8,-44,,,11,-13,-23,,,36,,54,,,,-1,,-24,2,,24,,,2,-12,94,-10,-7,103,3,-4,,-23,7,,,-3,,-17,20,,128,,,,11,,-8,-16,,35,31,-33,,,,,-3,76,-4,10,,40,-21,37,,,-13,-15,,84,,,,,,,,,,,,-18,,,,26,46,,,,-4,,,8,,9,,35,,-2,,,,,,19,,20,9,69,,34,,-5,25,,5,,12,-14,6,0,23,-32,124,31,-14,,21,-28,6,,29,-23,56,,,31,,,36,,,38,-34,-42,27,,,,10,0,,6,,,,4,,-10,86,,,-41,23,,,40,,-15,19,,79,6,,-17,-20,-23,19,58,-17,20,-12,-12,,35,-19,,-46,,44,-14,-32,-18,47,6,11,,-34,-27,-1,-37,85,,,,-64,,,,,,,,-27,,,,-8,05/08/2021 06:16:00 +1000
2020-12-31,28,20,25,,99,31,,-6,,,49,,,43,,19,49,35,,,15,71,51,27,56,3,179,13,64,63,,,-46,,32,,219,22,,,,,56,17,,47,,29,,,36,,-26,,54,-8,,28,27,-6,3,,,,22,11,37,,1,,63,,22,26,27,,113,58,84,,37,16,-24,,,23,15,32,,,116,,207,,,,25,,-8,66,,24,,,31,25,71,59,50,119,11,,,-10,44,,,63,,25,60,,147,,,,51,,9,8,,39,47,-19,,,,,4,148,15,-4,55,58,-6,94,,,-8,-4,,,,,,,,,,,,,,-31,,,,39,,,,1,54,,,-6,,87,,27,,33,,,,,,12,,4,19,108,,8,,10,26,,-9,,14,13,2,19,16,-13,84,10,4,,14,-24,-9,,35,-20,54,,,12,,,10,,,22,-40,-35,38,,,,11,7,,18,,,,,,-27,39,,,-37,-12,,,21,,-20,24,,55,27,,-4,1,-6,-4,70,2,19,12,-5,,49,,,-43,,54,-2,-37,70,76,121,12,,-24,7,12,-39,89,,,,-65,,,,,,,,-5,,,,,05/08/2021 06:16:00 +1000
2021-01-01,9,23,1,,28,7,-22,-13,102,,67,,,11,,31,10,30,66,-31,2,82,-20,4,19,18,115,-4,11,25,,,-57,,10,,135,17,,,,,34,-3,,29,,17,,,8,,-53,,-5,-26,,34,-52,-37,-38,,,,0,15,-33,,-8,,55,-30,10,28,6,,83,62,88,,0,-12,-44,,,19,-10,2,,,12,,38,,,,8,,-22,28,,-7,11,,14,-4,15,11,64,32,13,,,-14,23,,5,13,,11,44,,68,,,,53,-6,4,-5,,5,38,-28,,,,,53,168,36,24,42,156,6,93,,,-27,-23,,64,,,,,,,,,,,,-17,,,,6,15,,,-24,8,,,7,,-4,,23,,-23,,,,,,10,,18,53,52,,71,,22,,10,18,,41,17,-13,13,44,-31,32,-4,13,,60,-10,13,,17,6,51,-4,,96,,,64,,,51,-32,-41,60,,,,41,34,,22,,49,,28,73,24,81,59,,-32,-2,,,-12,,7,66,,56,7,,-20,7,-14,19,32,30,42,-19,-12,,49,-13,,-38,,46,-3,,-31,71,46,31,,-23,5,2,-37,32,,,,-59,,,,,,,,-6,,,,3,05/08/2021 06:16:00 +1000
2021-01-02,-8,21,-22,,29,20,4,-46,82,34,61,,,0,,-19,-8,2,13,-28,4,24,-29,18,-10,12,96,-3,31,4,,,-53,,3,,105,38,,,,19,26,-26,,12,2,-11,-15,,21,,-31,,20,-62,,-3,-22,-42,-46,,,,-6,-9,-4,,-43,,-49,,-4,-31,-11,,-17,28,33,,-3,-5,-65,,,-55,-49,-11,,,14,,23,,,,4,,-19,27,,2,27,,10,11,35,13,44,45,15,42,,-7,5,,14,-2,,10,8,,64,32,,,37,13,5,-11,,-2,2,-31,-17,64,17,-6,-8,15,-8,-13,42,34,-4,11,,,-26,-26,,13,-21,,,-21,,,,,,-19,,-35,,,,2,5,,,-16,14,,,11,,10,,25,,-24,,,,,,-21,,-11,-16,-11,30,-24,,-31,1,-5,-36,,-27,-14,-22,-16,-14,-58,7,-43,-42,177,6,-38,-19,,-2,-43,-37,-12,,-17,,,-2,,10,-24,-33,-56,0,-26,-43,11,-32,-22,15,-19,,-37,57,-23,3,-43,-13,27,,-34,-44,,,-25,100,-35,-3,,-8,-12,56,-11,-24,-7,-14,-10,-7,-17,-40,-13,,-3,-24,,-38,-25,-4,-15,-29,-28,15,-2,-12,,-8,-22,-17,-32,4,,,,-54,19,,-17,,,-30,,-32,,-23,,-7,05/08/2021 06:16:00 +1000
2021-01-03,-7,-27,-8,,24,14,-12,-23,5,24,32,,,-20,,5,5,17,31,-24,-6,21,17,9,-40,10,49,44,30,30,,,-49,,5,,31,19,,,,13,24,-12,,22,-9,14,,,18,,-11,,7,-27,,33,-17,-31,-49,,,,-13,-6,-7,,-27,,1,,25,-27,-10,,4,44,52,,-12,14,-40,,,-17,-36,-10,,,12,,27,,,,6,,-18,47,,-15,27,,0,16,17,26,47,84,31,22,,3,14,,15,-4,,10,6,,53,12,,,23,-6,-8,-18,,10,7,-36,-16,64,11,5,-13,-11,-3,6,37,12,11,-18,,,0,-20,,26,-6,,,4,,,,,,,,,,,,-17,-14,,,-40,-13,,-43,-12,,-15,-2,5,,-34,,-1,,,2,-32,,-4,-1,-25,-10,-23,,-21,-16,-1,-53,,-34,-25,-25,-19,-20,-57,-23,-46,-29,92,-2,-28,-28,,15,-28,-30,,,-30,,,-24,-28,-9,-18,-27,-59,-24,8,-34,-6,-23,-24,-8,-9,,-22,,-43,14,-57,-27,-39,,-38,-57,,,-41,26,-19,-19,,-36,-13,58,-4,-19,-8,-23,3,5,-24,-41,2,,-19,-10,,-41,-7,-5,-22,-22,-20,4,-6,-13,,-12,-6,-26,-41,11,,,,-54,7,,0,,,,,-39,,-43,,-6,05/08/2021 06:16:00 +1000
2021-01-04,-11,-25,-8,,42,-14,-16,-10,55,,10,,,-26,,-11,5,-3,19,-21,-24,-6,16,-24,-12,-24,104,14,22,13,,,-54,,-15,,123,-12,,,,-16,1,-11,,15,-1,-6,,,16,,-20,,6,18,,23,-17,-38,-10,,,,-21,-15,3,,10,,40,,-19,21,-8,,33,19,21,,-12,-14,-32,,,-5,-13,5,,,18,,39,,,,-3,,-23,53,,-31,-11,,-4,7,-19,26,39,111,8,,,-13,27,,6,13,,8,9,,46,,,,63,2,-5,-26,,-2,-1,-21,5,11,,,-33,-11,13,-6,45,-13,21,-14,,,-15,-11,,1,,,,,,,,,,,,-13,,,,-22,-25,,,-39,-34,,,-34,,-12,,-10,,-10,,,,,,-22,,-18,-25,-31,,-36,,-36,-23,,-47,,-37,-48,-25,-25,-23,-53,-18,-55,-41,,-26,-46,-32,,19,-38,-15,,,-23,,,-17,,,-20,-38,-68,-28,,,,-26,-44,,-32,,-10,,-40,34,-57,-20,-23,,-52,-50,,,-37,,-50,-36,,0,-10,57,9,-7,1,-16,7,-4,-10,-40,8,,0,-10,,-46,,1,-16,,-29,12,-5,3,,-12,-20,-19,-38,27,,,,-44,15,,,,,,,-36,,-29,,14,05/08/2021 06:16:00 +1000
2021-01-05,-6,-7,6,,79,-5,15,2,58,,38,,,7,,-2,14,17,92,,-8,18,48,-8,13,-1,149,22,21,17,,,-48,,7,,104,-7,,,,30,20,7,,29,21,9,,,29,,-13,,32,63,,24,9,-34,-8,,,,-5,12,38,,50,,44,,-18,26,2,,38,46,43,,15,7,-18,,,3,13,24,,,13,,26,,,,7,,-20,43,,-16,,,17,7,-1,28,48,103,7,,,-8,20,,20,18,,14,32,,72,,,,77,4,-1,-47,,8,2,-17,18,38,,,-27,8,9,-1,30,-8,15,-1,,,-4,8,,17,,,,,,,,,,,,-4,,,,5,8,,,-17,5,,,-10,,6,,35,,10,,,,,,-33,,-28,-31,-14,,-42,,-42,-42,,-55,,-43,-46,-33,-33,-30,-55,7,-50,-44,72,-29,-43,-29,,11,-41,-21,,,-39,,,-37,-50,,-25,-46,-60,-39,,,,-33,-35,,-29,,-5,,-34,,-60,-21,-2,,-57,-43,,,-20,,-40,-44,,-29,-4,,1,-7,-7,-10,25,6,-1,-31,6,,13,,,-41,-24,4,-15,,-32,33,2,8,,-12,-9,-11,-34,46,,,,-40,,,,,,,,-18,,8,,5,05/08/2021 06:16:00 +1000
2021-01-06,-4,-21,-6,,30,5,-12,-9,51,,5,,,-15,,-2,13,6,65,-22,3,15,3,-4,-8,-4,119,13,8,0,,,-50,,7,,93,-11,,,,3,22,-11,,25,5,-5,,,4,,-15,,14,-19,,11,-9,-44,-26,,,,11,-9,1,,0,,29,-19,-11,-8,3,,18,29,24,,-1,-20,-48,,,-8,-19,-1,,,5,,7,,,,-1,,-21,53,,-12,,,-3,-7,26,20,57,91,-5,,,-13,14,,,7,,6,17,,57,,,,43,3,-17,-34,,-6,4,-34,14,42,,,-22,10,1,26,33,2,-4,6,,,-9,-1,,27,,,,,,,,,,,,-15,,,,-1,5,,,,-25,,,-28,,-26,,-3,,10,,,,,,-9,,4,12,9,,-17,,-5,13,,-33,,4,-24,-2,4,6,-41,56,-30,-16,144,19,-22,-20,,14,-21,14,,,-21,,,-4,,,19,-22,-56,9,,,,5,-7,,-3,,,,-1,,-43,14,16,,-40,-17,,,17,,-15,0,,20,-7,,-4,-19,-15,-9,24,-11,-4,-26,-6,,10,-10,,-33,,12,-16,-27,-34,29,-16,1,,-24,-21,-4,-31,57,,,,-30,,,,,,,,-25,,7,,7,05/08/2021 06:16:00 +1000
2021-01-07,3,4,-5,,-13,-1,,-20,65,,12,,,-29,,6,36,5,,-17,12,26,24,3,16,11,80,11,-20,-31,,,-47,,6,,90,5,,,,,14,5,,1,,11,,,1,,-9,,19,-21,,-31,-2,-35,-23,,,,43,-14,3,,-7,,5,-14,25,-10,5,,31,45,53,,-9,-4,-41,,,-16,-26,22,,,16,,21,,,,-4,,-21,53,,-5,1,,-12,4,23,18,43,69,-1,,,-7,-1,,22,4,,-15,18,,47,,,,17,8,-10,-25,,-22,13,-33,9,,,,-20,33,26,-3,33,30,9,23,,,-3,-1,,46,,,,,,,,,,,,-19,,,,18,25,,,-16,24,,,5,,7,,,,25,,,,,,8,,7,32,80,,13,,18,53,,15,,31,15,21,46,29,-17,58,-7,11,122,30,-11,-12,,15,-15,32,,,19,,,18,,,42,-18,-48,59,,,,31,33,,20,,29,,,,-21,47,,,-31,-11,,,24,,-4,50,,52,-5,,-10,-21,-17,-5,15,-13,11,-24,-3,,18,-18,,-31,,12,-14,-28,-41,51,-2,8,,-29,-14,7,-29,46,,,,-28,,,,,,,,-19,,19,,-14,05/08/2021 06:16:00 +1000
2021-01-08,-8,9,-8,,-31,7,4,-17,62,,18,,,-44,,24,37,20,50,-22,12,42,12,11,-6,11,79,35,-21,-15,,,-47,,8,,89,23,,,,3,27,0,,8,31,14,,,-16,,-15,,-6,-39,,-6,-7,-34,-31,,,,37,-9,-14,,-29,-7,26,-8,12,-22,-2,,26,39,57,,-40,-14,-59,,,-15,-28,-1,,,6,,13,,,,-35,,-53,-17,,-16,-9,,-41,-22,-12,-29,25,0,-5,,,-36,-18,,-1,-43,,-47,-33,,-21,-3,,-6,-43,-13,-32,-39,,-12,6,-12,-13,,,,6,64,7,10,14,58,5,37,,,-11,-25,,23,,,,,,,,,,,,,,,,0,1,,,-27,8,,,-9,,-9,,21,,8,,,,,,4,,31,39,23,,77,,46,84,3,10,,38,12,6,29,21,-4,22,-27,26,131,57,7,-12,,9,4,29,-2,,52,,,63,,,36,-11,-36,78,-3,,,39,35,,28,,2,,11,25,3,68,43,,-16,-13,,,-26,,19,48,,14,-12,,-15,-24,-31,3,6,-17,31,-39,-26,,20,-31,,-28,,4,-17,,-52,37,-22,10,,-31,-31,-19,-20,18,,,,-14,21,,,,,,,-5,,,,-31,05/08/2021 06:16:00 +1000
2021-01-09,-3,47,7,,-15,66,11,2,75,12,133,,,-42,,56,39,53,20,-10,68,103,13,66,23,63,152,64,-7,-32,,,-19,,33,,120,92,,,,80,70,25,,4,77,54,,,-4,,6,,24,11,,3,12,2,-18,,,,67,-11,1,,23,4,49,,42,25,0,,40,90,104,,-43,-7,-16,,,-3,18,11,,,7,,17,,,,-49,,-73,-29,,-18,-16,,-30,-62,-19,-28,-7,-23,-17,-34,,-68,-33,,18,-79,,-57,-72,,-43,-55,,-14,-52,-12,-12,-31,,-44,-3,-28,-41,49,-20,-5,9,25,-27,-27,-1,68,0,19,,,-27,-41,,-5,-14,,,-42,,,,,,-42,,-12,,,,-2,-11,,,-6,12,,,-8,,1,,27,,-25,,,,,16,5,,25,4,-6,,63,,-3,22,-14,0,,3,-8,-7,16,23,-17,10,-45,-16,112,42,-22,-20,,-3,-24,-11,-24,,72,,,88,,21,19,-20,-36,40,1,,5,9,20,,3,,-21,91,-6,0,24,32,49,,-23,-12,,,-11,87,-11,4,,7,-12,51,-14,-18,-12,4,-20,1,6,-37,-8,,10,-31,,-29,2,3,-11,-4,-41,27,-6,0,,-36,-26,-11,-11,-6,,,,-12,,,-42,,,-53,,-21,,7,,5,05/08/2021 06:16:00 +1000
2021-01-10,4,34,32,,-1,44,10,34,89,5,120,,,-39,,79,23,36,44,-14,30,82,82,39,-25,60,131,64,2,10,,,-34,,16,,117,56,,,,,55,8,,9,67,40,,,-1,,18,,11,147,,3,16,-11,-1,,,,54,-7,14,,64,,182,,53,83,-3,,99,90,96,,-45,-5,16,,,111,67,38,,,-2,,3,,,,-37,,-61,8,,-26,-12,,-29,-52,-19,-20,16,-1,-16,-32,,-55,-52,,11,-72,,-43,-65,,-33,-50,,1,-31,-9,6,-20,,-31,-1,-54,-57,70,-24,-33,10,9,-32,-41,-20,71,-29,-12,,,-30,-44,,14,2,,,-55,,,,,,-49,,-28,,,,-10,-18,,,-19,-3,,,-29,,-16,-9,8,,-25,,-26,,,,-7,,1,-8,5,,110,,-12,1,-15,-15,,-20,-29,-19,-10,9,-41,-3,-45,-35,105,36,-28,-15,,-7,-38,21,-10,,76,,,79,,8,14,-23,-50,-6,-19,,-15,-12,-15,31,-3,,-12,,-20,-14,-3,67,17,,-32,0,,,-25,61,-22,-14,,-12,-15,17,1,-5,-6,-18,-13,11,-30,-37,1,,-14,6,-41,-29,-18,-14,-5,-20,-32,-1,3,-11,,-7,10,-29,-12,-26,,,,-10,-14,,-12,,,,,-25,,-43,,6,05/08/2021 06:16:00 +1000
2021-01-11,-8,-11,6,,11,10,-6,17,58,,7,,,-41,,14,33,23,11,-30,14,23,29,2,17,8,103,43,-6,4,,,-39,,9,,114,22,,,,14,21,8,,6,26,17,,,-4,,-3,,4,93,,2,0,-33,17,,,,5,-15,1,,62,,78,,18,54,-16,,26,31,60,,-33,-3,2,,,16,28,19,,,5,,22,,,,-27,,-43,5,,-20,,,-22,-32,-32,-17,14,36,-20,4,,-43,-14,,-12,-37,,-24,-40,,-15,,,,19,0,2,-35,,-39,-17,-38,-44,3,,,-24,-11,-13,-32,-21,0,0,-10,,,-29,-35,,-29,,,,,,,,,,,,-31,,,,-17,-30,,,-23,-1,,,-36,,-15,,10,,0,,,,,,1,,11,-21,-10,,129,,-26,-19,-29,-21,,-15,-21,-19,-27,8,-39,-31,-63,-29,,26,-38,-42,,-22,-43,35,-24,,172,,,113,,,17,-36,-61,6,-24,,-18,-13,-28,,-15,,-30,,-9,-21,60,70,8,,-42,-13,,,-32,,-29,-13,,-13,-15,52,10,-12,-4,-23,-11,9,-24,-42,-3,,-14,-5,,-38,,-8,-11,,-28,19,-5,-4,,-18,-19,-23,-22,-9,,,,-13,-1,,,,,,,-26,,-44,,13,05/08/2021 06:16:00 +1000
2021-01-12,-6,-15,-1,,42,6,-5,-2,62,,3,,,-12,,10,23,10,28,-30,2,11,24,-6,9,9,116,19,-3,15,,,-43,,6,,73,6,,,,25,10,5,,11,15,2,,,7,,2,,8,45,,8,-4,-36,-9,,,,3,-1,7,,44,,46,-19,-15,17,6,,19,31,41,,-9,-10,-30,,,8,2,1,,,6,,24,,,,3,,-8,12,,-11,,,6,26,-19,-10,31,52,-8,,,2,1,,-6,16,,-14,19,,35,,,,47,8,11,-29,,-42,-7,-26,-25,34,,,-20,7,-6,-1,-13,1,20,6,,,-5,-6,,0,,,,,,,,,,,,-15,,,,-14,-20,,,-26,-24,,,-29,,-13,,1,,-8,,,,,,-12,,9,14,-13,,0,,-1,23,-20,-16,,6,-7,8,10,14,-30,-6,-56,-13,101,13,-14,-35,,-15,-16,0,-28,,-1,,,9,-24,,17,-25,-44,46,-19,,,12,7,,4,,-17,,-6,-12,-30,1,8,,-34,-38,,,-25,,-4,6,,-3,-10,,-2,2,-9,-23,-10,1,-21,-45,8,,-11,,,-36,,-1,-11,,-28,32,-1,-5,,-11,-5,-20,-8,3,,,,-14,,,,,,,,-23,,-38,,31,05/08/2021 06:16:00 +1000
2021-01-13,-2,-13,5,,33,1,-14,10,55,,-4,,,-23,,19,19,0,50,-39,-1,26,24,-8,3,4,111,22,5,14,,,-41,,7,,77,-8,,,,22,4,-1,,16,17,3,,,-4,,-1,,15,83,,14,12,-41,17,,,,8,-1,-3,,57,,54,-17,-10,32,0,,22,31,22,,-2,-7,5,,,22,31,10,,,5,,17,,,,-1,,-9,18,,-10,-26,,-2,17,-4,-2,35,51,-9,,,0,-4,,-6,5,,-12,9,,29,,,,26,-3,11,-23,,-15,-9,-37,-11,26,,,-28,-3,-6,3,-7,-4,2,3,,,-11,-15,,4,,,,,,,,,,,,-16,,,,-9,-32,,,-34,-9,,,-37,,-16,,25,,3,,,,,,-9,,9,-4,-3,,36,,-6,12,,-14,,-4,-18,-11,3,14,-28,13,-46,-17,97,26,-22,-26,,-19,-26,26,-23,,50,,,53,-15,,9,-27,-53,35,-11,,,7,3,,4,,21,,-9,,-5,31,2,,-31,-11,,,11,,-15,5,,-15,-12,,-1,-14,-10,-15,2,1,-14,-38,0,,-4,-9,,-40,,3,-16,-16,-32,29,-9,-2,,-24,-17,-19,-13,6,,,,-12,,,,,,,,-19,,-15,,-5,05/08/2021 06:16:00 +1000
2021-01-14,2,-6,5,,39,11,3,-2,57,,-9,,,-6,,29,48,6,45,-21,10,23,32,1,26,9,84,25,6,14,,,-35,,10,,70,10,,,,,0,9,,15,,7,,,9,,5,,25,49,,-1,7,-38,0,,,,35,6,9,,38,,51,,18,21,4,,49,27,45,,9,-12,-6,,,20,19,16,,,5,,5,,,,4,,-14,36,,-31,-11,,9,16,-27,13,40,61,-14,,,0,10,,7,23,,5,24,,51,,,,47,-4,8,-18,,-17,-2,-26,-13,,,,-29,-6,12,-7,-2,15,8,10,,,-2,-1,,17,,,,,,,,,,,,-16,,,,-5,-16,,,-39,-1,,,-18,,-19,,23,,26,,,,,,-9,,19,23,15,,-15,,15,42,,-13,,29,11,9,36,24,-16,0,-57,17,74,24,-2,-23,,1,-19,-3,-8,,-13,,,-4,,,16,-20,-46,71,,,,21,19,,17,,6,,11,,-41,-10,23,,-33,-48,,,4,,-3,33,,11,-10,,-8,-15,-12,-27,-6,5,-4,-36,0,,-5,-3,,-35,,-2,-12,-16,-29,37,-4,0,,-18,-8,-3,-19,6,,,,-16,,,,,,,,-17,,-24,,-2,05/08/2021 06:16:00 +1000
2021-01-15,-12,8,-2,,4,8,-7,-4,48,,9,,,-25,,36,36,20,15,-1,13,44,9,12,0,17,62,40,-11,3,,,-38,,9,,67,26,,,,20,30,7,,14,41,20,,,-2,,0,,-7,-2,,-11,-7,-33,-13,,,,26,-16,-11,,-1,-2,48,-23,11,4,-3,,17,39,50,,-13,-10,-32,,,5,-7,-2,,,4,,19,,,,-1,,-21,8,,-11,-2,,5,8,-21,-7,44,6,-12,,,-5,15,,10,8,,-13,13,,7,4,,,32,-8,6,-19,,-13,-17,-14,-2,9,,,-32,-23,0,24,-12,7,,-12,,,-8,-16,,-18,,,,,,,,,,,,,,,,-34,-39,,,-40,-40,,,-42,,-50,-31,-24,,-21,,,,,,-36,,-10,19,-43,,-43,,1,24,-10,-33,,-20,-21,-24,-2,-5,-35,-36,-63,-5,44,-3,-20,-45,,-5,-34,-35,-23,,-41,,,-37,,,-11,-29,-47,10,-4,,-2,-6,0,,-12,,-39,-6,-33,-18,-63,-39,-39,,-27,-61,,,-48,18,-15,-3,,-39,-13,40,-9,-9,-10,-23,-8,2,-5,-42,-6,,-9,-8,,-22,,-12,-7,,-26,27,-1,-2,,-16,-15,-20,-22,-1,,,,-4,-9,,,,,,,-17,,-9,,-14,05/08/2021 06:16:00 +1000
2021-01-16,-3,53,10,,9,65,-3,5,41,39,112,,,-31,,59,34,45,27,-21,66,90,27,54,25,56,118,48,-6,4,,,-10,,17,,100,68,,,,,70,28,,9,75,46,,,8,,19,,24,32,,18,26,-3,4,,,,64,-13,16,,37,8,60,,30,28,-3,,30,81,80,,-19,-10,-8,,,8,28,28,,,19,,32,,,,-12,,-33,7,,-12,15,,-4,19,-17,-18,20,13,-16,52,,-14,22,,17,-23,,-20,-16,,2,-4,,10,7,-2,18,-2,,-19,-12,-18,-25,1,,28,-25,-19,-7,7,-22,6,45,-5,,,-9,-7,,-26,-16,,,-12,,,,,,-17,,-11,,,,-24,-31,,,-31,-30,,,-34,,-20,-16,-6,,-2,,,,,-4,-25,,3,9,-50,,-39,,-5,30,-13,-32,,-21,-13,-28,13,-5,-28,-29,-70,-20,47,3,-26,-49,,-6,-45,-45,-17,18,-30,,,-18,-31,3,-7,-32,-38,12,10,-45,-9,-17,17,,-3,,-47,11,-21,-16,-50,-48,-27,,-12,-60,,,-24,24,-14,2,,-34,-11,25,1,-12,-8,-30,-24,27,0,-34,-1,,2,-11,,-21,-7,-10,-5,,-19,20,-2,-3,,-20,-17,-20,-14,-12,,,,3,16,,-21,,,-34,,-23,,-18,,-14,05/08/2021 06:16:00 +1000
2021-01-17,8,46,27,,18,48,-5,17,69,7,101,,,-28,,94,33,47,24,0,35,87,76,51,-18,35,79,62,4,20,,,-29,,23,,105,54,,,,,70,13,,17,54,41,,,-9,,2,,11,110,,15,5,-18,4,,,,50,10,12,,39,,140,,80,59,0,,76,81,99,,-21,-12,4,,,85,41,25,,,-1,,6,,,,-3,,-18,22,,-39,-24,,5,18,-40,-9,16,27,-6,11,,6,16,,1,-14,,-31,-1,,33,3,,,-7,-19,14,-13,,-13,-3,-21,-27,20,16,13,-19,-10,4,5,-20,4,32,-23,,,2,-15,,-16,2,,,-7,,,,,,,,,,,,-33,-31,,,-41,-40,,,-42,,-35,-34,-20,,-12,,-24,-52,,-9,-11,,25,33,-31,,4,,22,33,-6,-5,,4,2,6,27,13,-2,-19,-58,1,68,28,1,-34,,17,-19,-7,,,-9,,,1,,45,27,-9,-36,14,-2,,-2,24,30,,14,,-27,,-11,-9,-33,-7,-27,,-6,-46,,,-37,38,14,16,,2,-11,45,-4,-21,-14,-10,-9,5,-10,-35,-10,,-10,5,,-21,-21,-11,1,0,-28,3,-13,-1,,-19,-6,-19,-16,-3,,,,-2,8,,-23,,,,,-22,,-17,,1,05/08/2021 06:16:00 +1000
